,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
1915,에릭 니체의 젊은 시절,2008-10-22,1490000.0,1490000.0,256.0,256.0,1.0,3.0,덴마크,,,"드라마,코미디",,
1916,"시네마정동-캐리비안의해적3,슈렉3,황진이",2007-06-06,2836000.0,2836000.0,255.0,255.0,1.0,2.0,기타,,,기타,,
1917,M + 바르게 살자 + 펀치레이디,,2798000.0,2798000.0,254.0,254.0,1.0,7.0,한국,,,기타,,
1918,"시네마정동-디스터비아,내생애최악의남자,스타더스트",2007-08-30,2788000.0,2788000.0,254.0,254.0,1.0,7.0,기타,,,기타,,
1919,텍사스 전기톱 연쇄살인사건,2005-06-16,1343500.0,1296227000.0,254.0,202244.0,1.0,25.0,미국,(주)쇼박스,18세관람가,공포(호러),마커스 니스펠,제시카 비엘
1920,어거스트 러쉬 + 나는 전설이다 + 마이클 클레이튼,2007-12-12,2818000.0,2818000.0,253.0,253.0,1.0,6.0,기타,,,기타,,
1921,존 휴스턴 회고전-아스팔트 정글,2008-03-15,1361000.0,1361000.0,253.0,253.0,1.0,4.0,미국,,,드라마,,
1922,우리들은 그 노래를 알고 있다,,1425000.0,1425000.0,252.0,252.0,1.0,5.0,프랑스,,,"코미디,드라마",알랭 레네,"피에르 아르디티,사빈느 아제마,장-피에르 바크리"
1923,나다의 마지막 프로포즈_한국영화,,1337000.0,1337000.0,251.0,251.0,1.0,14.0,한국,,,기타,,
1924,비밀여행,2007-07-19,1635000.0,1635000.0,251.0,251.0,1.0,47.0,일본,(주)코랄픽쳐스,청소년관람불가,"성인물(에로),드라마",제제 다카히사,"오카모토 유키코,미츠이시 켄"
1925,아사노 타다노부 특별전-새드 배케이션,2008-03-20,1559000.0,1559000.0,251.0,251.0,1.0,39.0,일본,,,드라마,,
1926,스폰지하우스 심야상영,2008-12-24,5000000.0,5000000.0,250.0,250.0,1.0,1.0,기타,,,기타,,
1927,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,1219000.0,734847000.0,249.0,133827.0,1.0,22.0,일본,"(주)이수C&E,(주)쇼박스",전체관람가,"애니메이션,어드벤처",유야마 쿠니히코,"오오타니 이쿠에,쉬라토리 유리"
1928,어사일럼,2007-10-18,1349000.0,1349000.0,246.0,246.0,1.0,54.0,영국,프리비젼엔터테인먼트,청소년관람불가,"멜로/로맨스,스릴러",데이빗 맥킨지,"나타샤 리차드슨,마튼 초카스,휴 보네빌"
1929,"시네마정동-마이파더,디스터비아,척앤래리",2007-09-06,2636000.0,2636000.0,245.0,245.0,1.0,6.0,기타,,,기타,,
1930,오페라의 유령,2004-12-08,1216000.0,9857946000.0,245.0,1546806.0,1.0,15.0,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,CJ ENM","12세이상관람가,12세관람가","뮤지컬,드라마",조엘 슈마허,"제라드 버틀러,에미 로섬,패트릭 윌슨,미란다 리차드슨"
1931,"시네마정동-심슨가족더무비,죽어도 해피엔딩,스타더스트",2007-08-22,2654000.0,2654000.0,244.0,244.0,1.0,8.0,기타,,,기타,,
1932,식객 + 베오울프 + 로스트 라이언즈,2007-11-14,2690000.0,2690000.0,243.0,243.0,1.0,6.0,기타,,,"SF,드라마",,
1933,아트 오브 크라잉,2008-10-22,1396000.0,1396000.0,243.0,243.0,1.0,3.0,덴마크,,,코미디,,
1934,경련,,1204000.0,1204000.0,242.0,242.0,1.0,5.0,일본,,청소년관람불가,"드라마,성인물(에로)",타지리 유지,"사사키 유메카,사나다 미키야"
1935,"시네마정동-상사부일체,두얼굴의여친,본얼티메이텀",2007-09-21,2676000.0,2676000.0,241.0,241.0,1.0,5.0,기타,,,기타,,
1936,오사카 러브 스토리,2008-11-01,1200000.0,1200000.0,241.0,241.0,1.0,19.0,일본,,,성인물(에로),,
1937,"베로니카, 죽기로 결심하다",2007-03-23,1639000.0,1639000.0,240.0,240.0,1.0,45.0,일본,(주)이모션픽처스,청소년관람불가,드라마,호리에 케이,"마키 요코,이완"
1938,샘 페킨파 특별상영,2008-10-27,1277000.0,1277000.0,238.0,238.0,1.0,10.0,미국,,,서부극(웨스턴),,
1939,카니발 더 뮤지컬,,1578000.0,1578000.0,238.0,238.0,1.0,37.0,미국,,청소년관람불가,"뮤지컬,코미디",트레이 파커,"트레이 파커,디안 바처,맷 스톤,스탠 브래키지"
1940,수입/수출,2008-06-19,1527000.0,1527000.0,237.0,237.0,1.0,49.0,오스트리아,,15세이상관람가,드라마,울리히 세이들,"에카테리나 락,파울 호프만"
1941,엘레나와 남자들,,1244000.0,1244000.0,237.0,237.0,1.0,3.0,이탈리아,,,"코미디,드라마,멜로/로맨스",장 르누아르,"잉그리드 버그만,장 마레"
1942,고고70+이글아이+모던보이,2008-10-09,2512000.0,2512000.0,236.0,236.0,1.0,7.0,기타,,,기타,,
1943,봄의 눈,2007-03-08,1601700.0,1601700.0,236.0,236.0,1.0,22.0,일본,(주)아미가스필름,15세관람가,드라마,유키사다 이사오,"츠마부키 사토시,다케우치 유코"
1944,스퀴즈박스!,,1559000.0,1559000.0,235.0,235.0,1.0,10.0,미국,,,다큐멘터리,"자크 셰퍼,스티븐 사포리토",
1945,더 게임 + 찰리 윌슨의 전쟁 + 마지막 선물,2008-02-05,2440000.0,2440000.0,233.0,233.0,1.0,8.0,기타,,,기타,,
1946,처녀의 샘,,1431500.0,1431500.0,233.0,233.0,1.0,11.0,스웨덴,,청소년관람불가,드라마,잉마르 베리만,"막스 본 시도우,비르이타 발베리,군넬 린드블롬"
1947,나의 스캔들,2008-03-27,1780000.0,1780000.0,232.0,232.0,1.0,15.0,한국,,15세이상관람가,"멜로/로맨스,드라마",신정균,"서린,강신철,김화주,최은주,이인,박주은,임영삼,고규필"
1948,007 퀀텀 오브 솔러스+굿 바이+뱅크 잡,2008-11-05,2422000.0,2422000.0,229.0,229.0,1.0,8.0,기타,,,기타,,
1949,애니충격전 임팩트 섹션1-오타와편,,1099000.0,1099000.0,229.0,229.0,3.0,11.0,기타,,,"드라마,기타",,
1950,경쟁단편_일반5,,1109000.0,1109000.0,228.0,228.0,1.0,2.0,필리핀,,청소년관람불가,애니메이션,,
1951,기가 트라이브,,710000.0,710000.0,228.0,228.0,1.0,32.0,한국,,전체관람가,"애니메이션,액션",한문중,
1952,대사건,2016-09-29,1538000.0,1538000.0,228.0,228.0,2.0,8.0,홍콩,(유)영화사 화수분,15세이상관람가,"액션,스릴러",두기봉,"임현제,진혜림,장가휘"
1953,프리덤,,1327000.0,1327000.0,228.0,228.0,1.0,5.0,일본,,,애니메이션,모리타 슈헤이,
1954,황시+맘마미아+울학교 이티,2008-09-18,2436000.0,2436000.0,228.0,228.0,1.0,7.0,기타,,,기타,,
1955,"시네마정동-트랜스포머,택시4,해리포터와불사조기사단",2007-07-11,2530000.0,2530000.0,226.0,226.0,1.0,2.0,기타,,,기타,,
1956,외침과 속삭임,,1426300.0,1426300.0,225.0,225.0,1.0,12.0,스웨덴,,청소년관람불가,"드라마,멜로/로맨스",잉마르 베리만,해리엇 안데르손
1957,인디아나 존스4+스피드 레이서+아이언맨,2008-05-22,2488000.0,2488000.0,225.0,225.0,1.0,7.0,기타,,,기타,,
1958,단지 유령일 뿐,2009-03-19,1288000.0,1288000.0,223.0,223.0,1.0,2.0,독일,㈜세종커뮤니케이션스,청소년관람불가,"드라마,멜로/로맨스",마틴 집킨스,"오거스트 딜,마리아 시몬,프리치 하벌란트"
1959,"시네마정동-본얼티메이텀,디스터비아,즐거운인생",2007-09-12,2422000.0,2422000.0,222.0,222.0,1.0,7.0,기타,,,기타,,
1960,SIFF2008_장편초청1,,1050000.0,1050000.0,221.0,221.0,1.0,3.0,한국,,,드라마,,
1961,이브의 유혹 - 키스,2007-08-13,1393000.0,1393000.0,221.0,221.0,3.0,22.0,한국,(주)화인웍스,청소년관람불가,스릴러,남기웅,"김경익,이자경,윤미경,양영조"
1962,해변의 폴린느,,1382000.0,1382000.0,221.0,221.0,1.0,19.0,프랑스,,,드라마,에릭 로메르,
1963,찰리 윌슨의 전쟁 + 라듸오 데이즈 + 원스어폰어타임,2008-02-05,2400000.0,2400000.0,220.0,220.0,1.0,5.0,기타,,,기타,,
1964,퍼펙트 커플,,1097000.0,1097000.0,220.0,220.0,1.0,25.0,일본,,15세이상관람가,드라마,스와 노부히로,"발레리아 브루니 테데쉬,브뤼노 토데쉬니"
1965,내 여자친구의 남자친구,,1321000.0,1321000.0,218.0,218.0,1.0,12.0,프랑스,,,코미디,에릭 로메르,"엠마뉴엘 샤울렛,프랑수아-에릭 장드롱"
1966,피티유,,1476000.0,1476000.0,218.0,218.0,2.0,8.0,홍콩,,,"범죄,액션,드라마",두기봉,"임달화,임설,황탁령,소미기"
1967,우리시대 명불허전,,1302000.0,1302000.0,217.0,217.0,1.0,35.0,한국,,,기타,,
1968,불륜중독,2008-11-01,1077000.0,1077000.0,216.0,216.0,1.0,21.0,일본,,,성인물(에로),,
1969,환상의 전차를 타고 여행하다,2008-08-22,1137000.0,1137000.0,216.0,216.0,1.0,8.0,멕시코,,,드라마,,
1970,가든,2008-06-29,1194000.0,1194000.0,215.0,215.0,1.0,3.0,영국,,,드라마,데릭 저먼,"틸다 스윈튼,필립 맥도날드,피트 리-윌슨"
1971,"서양골동양과자점 앤티크+연공: 안녕, 사랑하는 모든 것+007 퀀텀 오브 솔러스",2008-11-13,2302000.0,2302000.0,215.0,215.0,1.0,7.0,기타,,,기타,,
1972,천일의 스캔들+댄 인 러브+삼국지:용의 부활,2008-04-03,2328000.0,2328000.0,215.0,215.0,1.0,6.0,기타,,,기타,,
1973,인디아나 존스4+라스베가스에서만 생길 수 있는 일+88분,2008-05-29,2342000.0,2342000.0,213.0,213.0,1.0,7.0,기타,,,기타,,
1974,좋든 싫든 : 헤드윅 이야기,,1438600.0,1438600.0,213.0,213.0,1.0,10.0,미국,,,다큐멘터리,로라 닉스,"피터 아스킨,프란시스 포드 코폴라"
1975,팔로우 마이 보이스,,1427000.0,1427000.0,213.0,213.0,1.0,10.0,미국,,,다큐멘터리,캐서린 링턴,프랭크 블랙
1976,인디아 송,2008-10-18,1164000.0,1164000.0,212.0,212.0,1.0,3.0,프랑스,,,"드라마,판타지,멜로/로맨스",,
1977,나의 특별한 사랑이야기+연의 황후+어웨이크,2008-04-10,2299000.0,2299000.0,211.0,211.0,1.0,14.0,기타,,,기타,,
1978,미스플레이스트,2008-06-12,1413000.0,1413000.0,209.0,209.0,1.0,10.0,미국,,,드라마,,
1979,순정만화+서양골동양과자점 앤티크+커넥트,2008-11-27,2282000.0,2282000.0,209.0,209.0,1.0,5.0,기타,,,기타,,
1980,악몽 탐정,,1371500.0,1371500.0,209.0,209.0,1.0,15.0,일본,,,"판타지,스릴러",츠카모토 신야,"마츠다 류헤이,히토미"
1981,말타의 매,,1142000.0,1142000.0,208.0,208.0,1.0,4.0,미국,,,"범죄,미스터리",존 휴스턴,"험프리 보가트,메리 아스토"
1982,장미의 행렬,,1166000.0,1166000.0,208.0,208.0,1.0,3.0,일본,,,드라마,마츠모토 토시오,
1983,개구리중사 케로로,2006-05-04,1030000.0,450686500.0,207.0,78886.0,2.0,22.0,일본,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,코미디",사토 준이치,
1984,천국은 기다려준다,,987000.0,987000.0,207.0,207.0,1.0,2.0,일본,,,드라마,토키 요시마사,"이노하라 요시히코,오카모토 아야,키요키바 슌스케"
1985,2006 [통합]패키지영화,,2060000.0,171240000.0,206.0,17935.0,2.0,2.0,기타,,,,,
1986,하우스 보이,,1028000.0,1028000.0,206.0,206.0,1.0,2.0,미국,,,드라마,스펜서 쉴리,"닉 메이,블레이크 영-파운테인"
1987,애욕온천,,1013000.0,1013000.0,205.0,205.0,1.0,21.0,일본,,,성인물(에로),사토 토시키,
1988,대영제국의 몰락,2008-06-28,1122000.0,1122000.0,204.0,204.0,1.0,3.0,영국,,,드라마,,
1989,비커밍 제인 + 바르게 살자 + 브레이브 원,2007-10-18,2234000.0,2234000.0,204.0,204.0,1.0,7.0,기타,,,기타,,
1990,아이언키드,2007-05-14,622000.0,622000.0,204.0,204.0,1.0,18.0,한국,,,기타,,송준석
1991,임팩트섹션1 (2008 애니충격전),2008-11-17,970000.0,970000.0,204.0,204.0,1.0,7.0,기타,,,,,
1992,따뜻한 포옹,2008-04-17,1264500.0,1264500.0,203.0,203.0,1.0,9.0,일본,,,다큐멘터리,,
1993,식객 + 히어로 + M,2007-11-01,2146000.0,2146000.0,202.0,202.0,1.0,6.0,기타,,,기타,,
1994,잊혀진 사람들,2008-08-22,1116000.0,1116000.0,202.0,202.0,1.0,8.0,멕시코,,,드라마,,
1995,캘리포니아 뷰티,2007-08-09,1335000.0,1335000.0,201.0,201.0,1.0,29.0,미국,CNS엔터테인먼트,청소년관람불가,"드라마,코미디",닉 거스,"알렉 볼드윈,니키 리드"
1996,2%필름페스티발,2008-03-27,1354000.0,1354000.0,200.0,200.0,1.0,75.0,기타,,,기타,,
1997,밈지,2008-04-25,1200000.0,1200000.0,200.0,200.0,1.0,2.0,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"SF,드라마,어드벤처,판타지",로버트 세이에,리아논 레이 린
1998,아파트 1303호,2007-11-19,800000.0,800000.0,200.0,200.0,1.0,4.0,일본,유니코리아문예투자(주),15세이상관람가,공포(호러),오이카와 아타루,"이타야 유카,오타니 나오코,하츠네 에리코"
1999,애니충격전 임팩트 섹션2-오타와편,,922000.0,922000.0,199.0,199.0,3.0,12.0,한국,,,드라마,,
2000,영화사 1부,2008-08-22,1226000.0,1226000.0,199.0,199.0,1.0,17.0,프랑스,,,다큐멘터리,,
2001,꿈꾸는 카메라-사창가에서 태어나+프리헬드,,396000.0,396000.0,198.0,198.0,1.0,2.0,미국,,,다큐멘터리,,
2002,키친,2008-11-12,939000.0,939000.0,198.0,198.0,1.0,2.0,일본,,,드라마,,
2003,나자린,,1068000.0,1068000.0,197.0,197.0,1.0,8.0,멕시코,,,드라마,루이스 브뉘엘,
2004,전원에 죽다,2008-04-22,1102000.0,1102000.0,197.0,197.0,1.0,3.0,일본,,,드라마,,
2005,퀴어 단편,,983000.0,983000.0,197.0,197.0,1.0,2.0,기타,,,기타,,
2006,애니충격전 매니아 섹션1-안시편,2007-10-04,909000.0,909000.0,196.0,196.0,1.0,4.0,기타,,,기타,,
2007,형사 Duelist,2005-09-08,1568000.0,5847214000.0,196.0,922183.0,1.0,1.0,한국,코리아픽쳐스(주),12세관람가,"멜로/로맨스,액션",이명세,"강동원,안성기,하지원,장민,함성원,이동렬,이상태,김성언,박민석,장민영,박세환,박승호,김신용,이응재,송영창,김준배,김보연,서동수,윤주상,박명신,박수영,변상윤"
2008,내사랑 + 황금나침반 + 용의주도 미스신,2007-12-24,2228000.0,2228000.0,195.0,195.0,1.0,1.0,기타,,,기타,,
2009,다이브,2008-11-12,921000.0,921000.0,195.0,195.0,1.0,2.0,일본,(주)키노아이디엠씨,전체관람가,드라마,쿠마자와 나오토,"하야시 켄토,이케마츠 소스케,미조바타 준페이"
2010,바디 오브 라이즈+그 남자의 책 198쪽+이글 아이,2008-10-23,2062000.0,2062000.0,195.0,195.0,1.0,7.0,기타,,,드라마,,
2011,바람의 노래를 들어라,,926000.0,926000.0,195.0,195.0,1.0,2.0,일본,,,드라마,오오모리 카즈키,사카타 아키라
2012,세바스찬,2008-06-29,1091000.0,1091000.0,193.0,193.0,1.0,3.0,영국,,,드라마,,
2013,이글아이+모던보이+내친구의 사생활,2008-10-09,2050000.0,2050000.0,193.0,193.0,1.0,7.0,기타,,,기타,,
2014,나니아 연대기:캐스피언 왕자+패넬로피+스피드 레이서,2008-05-15,2098000.0,2098000.0,192.0,192.0,1.0,7.0,기타,,,기타,,
2015,미로스페이스 개관 2주년 영화제_외국영화,2008-12-20,955000.0,955000.0,191.0,191.0,1.0,10.0,기타,,,기타,,
2016,애니충격전 매니아 섹션2-안시편,2007-10-04,878000.0,878000.0,191.0,191.0,1.0,4.0,기타,,,기타,,
2017,양다리,,957000.0,957000.0,191.0,191.0,1.0,6.0,일본,,청소년관람불가,"드라마,성인물(에로)",사카모토 레이,"아이야마 미나미,이시카와 유이치,사노 가즈히로,요시오카 무츠오,나츠메 쿄코"
2018,시에라 마드레의 보물,,1004000.0,1004000.0,190.0,190.0,1.0,5.0,미국,,,"어드벤처,드라마",존 휴스턴,"험프리 보가트,월터 휴스톤"
2019,"씨네큐브-알래스카,막시밀리안헤커미니콘서트",,1900000.0,1900000.0,190.0,190.0,1.0,1.0,독일,,,기타,,
2020,햇반환경사랑영화제,2008-07-21,564000.0,564000.0,188.0,188.0,1.0,2.0,기타,,,기타,,
2021,고래사냥,1984-03-31,1031000.0,1031000.0,187.0,187.0,1.0,2.0,한국,(유)조이앤시네마,"15세이상관람가,중학생이상관람가",드라마,배창호,"최재호,김수철,이미숙,안성기,이대근"
2022,바디 오브 라이즈+뱅크 잡+007 퀀텀 오브 솔러스,2008-11-05,2002000.0,2002000.0,187.0,187.0,1.0,7.0,기타,,,기타,,
2023,베를린 천사의 시,1993-05-15,1004000.0,2935000.0,187.0,522.0,1.0,13.0,독일,,연소자관람가,"드라마,멜로/로맨스,판타지",빔 벤더스,"브루노 간츠,솔베이그 도마르틴"
2024,와루보로,,888000.0,888000.0,187.0,187.0,1.0,2.0,일본,,,코미디,스미다 야스시,"마츠다 쇼타,아라가키 유이,후쿠시 세이지"
2025,SICAF2008 수상작,2008-05-25,803000.0,803000.0,185.0,185.0,1.0,1.0,기타,,,,,
2026,로미오와 줄리엣 결혼하다,2008-04-17,1080500.0,1080500.0,184.0,184.0,1.0,22.0,브라질,(주)액티버스엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",브루노 바레토,"루아나 피오바니,루이즈 구스타보"
2027,"시네마정동-비커밍 제인,행복,브레이브 원",2007-10-11,1986000.0,1986000.0,184.0,184.0,1.0,6.0,,,,기타,,
2028,클로버필드 + 뜨거운 것이 좋아 + 무방비도시,2008-01-24,1980000.0,1980000.0,184.0,184.0,1.0,7.0,기타,,,기타,,
2029,네눈박이 괴물들,,922000.0,922000.0,183.0,183.0,1.0,8.0,미국,,,"코미디,드라마","수잔 부이스,에린 크럼리","수잔 부이스,에린 크럼리"
2030,아사노 타다노부 특별전-녹차의 맛,2008-03-20,1033000.0,1033000.0,183.0,183.0,1.0,18.0,일본,,,드라마,,
2031,이프 온리,2004-10-29,916000.0,5519661500.0,183.0,859234.0,1.0,3.0,미국,"유니코리아문예투자(주),CJ ENM",15세관람가,"코미디,드라마,판타지,멜로/로맨스",길 정거,"제니퍼 러브 휴잇,폴 니콜스"
2032,천일의 스캔들+댄 인 러브+데스 디파잉:어느 미술사의 사랑,2008-03-27,1984000.0,1984000.0,183.0,183.0,1.0,6.0,기타,,,기타,,
2033,희몽인생,,1004000.0,1004000.0,182.0,182.0,1.0,3.0,대만,,,드라마,허우 샤오시엔,"임강,이천록"
2034,AISFF2008 국제경쟁 4,,821000.0,821000.0,181.0,181.0,1.0,2.0,기타,,,기타,,
2035,기둥서방 히로시,,898000.0,898000.0,181.0,181.0,1.0,5.0,일본,,청소년관람불가,성인물(에로),타지리 유지,"히라사와 리나코,요시오카 무츠오"
2036,블러디 아일랜드,,1225500.0,1225500.0,181.0,181.0,1.0,16.0,영국,,청소년관람불가,"공포(호러),스릴러",마이클 J. 버세트,"숀 퍼트위,알렉스 레이드,토비 켑벨"
2037,빌딩과 동물원,,862000.0,862000.0,181.0,181.0,1.0,2.0,일본,,,드라마,사이토 타카시,"사카이 마키,코바야시 카츠야"
2038,사랑은 네 단어,,905000.0,905000.0,181.0,181.0,1.0,2.0,미국,,,"코미디,멜로/로맨스",캐스퍼 안드레아스,"제시 아처,찰리 데이빗"
2039,슬리더,2008-03-29,1200000.0,1200000.0,181.0,181.0,1.0,17.0,미국,,청소년관람불가,미스터리,제임스 건,"나단 필리온,엘리자베스 뱅크스"
2040,유러피언 애니_페스티벌 인 서울_체코 애니스페셜,2008-09-05,400000.0,400000.0,180.0,180.0,1.0,7.0,체코,,,,,
2041,하우스 오브 디,2008-12-24,1163000.0,1163000.0,180.0,180.0,1.0,36.0,미국,㈜코리아스크린,12세관람가,드라마,데이비드 듀코브니,"안톤 옐친,로빈 윌리엄스"
2042,황금나침반 + 기다리다 미쳐 + 내셔널트레져 : 비밀의 책,2008-01-01,1978000.0,1978000.0,180.0,180.0,1.0,9.0,기타,,,기타,,
2043,경쟁단편_일반1,,894000.0,894000.0,179.0,179.0,1.0,2.0,독일,,15세이상관람가,애니메이션,,
2044,작가를 만나다-신동일의,2008-05-17,808000.0,808000.0,179.0,179.0,1.0,1.0,한국,,,드라마,,
2045,천사의 대화,2008-06-28,998000.0,998000.0,179.0,179.0,1.0,3.0,영국,,,드라마,데릭 저먼,
2046,패밀리섹션1 (2008 애니충격전),2008-11-17,875000.0,875000.0,179.0,179.0,2.0,6.0,기타,,,,,
2047,찰리 윌슨의 전쟁 + 원스어폰어타임 + 점퍼,2008-02-14,1918000.0,1918000.0,178.0,178.0,1.0,7.0,기타,,,기타,,
2048,최고의 날들,,974000.0,974000.0,178.0,178.0,1.0,2.0,러시아,,,드라마,스베틀라나 프로슈리나,미하일 에블라노프
2049,파랑새,,842000.0,842000.0,178.0,178.0,1.0,2.0,일본,,,드라마,나카니시 켄지,"아베 히로시,혼고 카나타"
2050,멜로,2008-10-14,960000.0,960000.0,177.0,177.0,1.0,3.0,프랑스,,,드라마,,
2051,절규,,1216000.0,1216000.0,177.0,177.0,1.0,3.0,일본,,,"공포(호러),미스터리,스릴러",구로사와 기요시,"야쿠쇼 코지,코니시 마나미"
2052,걸 프롬 먼데이,,972000.0,972000.0,176.0,176.0,1.0,3.0,미국,,,드라마,할 하틀리,"빌 세이지,사브리나 를로이드"
2053,애니충격전 패밀리 섹션1-안시편,2007-10-04,809000.0,809000.0,176.0,176.0,1.0,3.0,기타,,,기타,,
2054,엘리트 스쿼드,,1128000.0,1128000.0,176.0,176.0,9.0,35.0,브라질,,,"액션,범죄,드라마",호세 파딜라,"와그너 모라,앤드레 래미로"
2055,영화사 2부,2008-08-22,1076000.0,1076000.0,176.0,176.0,1.0,17.0,프랑스,,,다큐멘터리,,
2056,골든 에이지 + 라 비앙 로즈 + 마이클 클레이튼,2007-11-29,1952000.0,1952000.0,174.0,174.0,1.0,13.0,기타,,,기타,,
2057,임팩트섹션3 (2008 애니충격전),2008-11-17,848000.0,848000.0,172.0,172.0,2.0,5.0,기타,,,,,
2058,스모킹,,944000.0,944000.0,171.0,171.0,1.0,3.0,프랑스,,,코미디,알랭 레네,"사빈느 아제마,피에르 아르디티"
2059,점퍼 + 스파이더위크가의 비밀 + 3:10 투 유마,2008-02-21,1830000.0,1830000.0,171.0,171.0,1.0,6.0,미국,,,기타,,
2060,달팽이: 나의 할머니,,1051000.0,1051000.0,169.0,169.0,1.0,8.0,일본,,,다큐멘터리,가와세 나오미,
2061,당한 여자,,844000.0,844000.0,169.0,169.0,1.0,4.0,일본,,,드라마,,
2062,베오울프 + 스카우트 + 식객,2007-11-21,1868000.0,1868000.0,169.0,169.0,1.0,8.0,기타,,,기타,,
2063,전쟁 레퀴엠,2008-06-27,909000.0,909000.0,169.0,169.0,1.0,3.0,영국,,,드라마,,
2064,"27번의 결혼리허설+10,000BC+밴티지 포인트",2008-03-13,1818000.0,1818000.0,168.0,168.0,1.0,5.0,기타,,,기타,,
2065,가학의 성,2008-03-27,1111500.0,1111500.0,168.0,168.0,1.0,41.0,일본,(주)부귀영화,청소년관람불가,"성인물(에로),드라마",이시이 다카시,"키타지마 마이,나가시마 토시유키"
2066,버그,2008-08-01,1130000.0,1130000.0,168.0,168.0,1.0,14.0,미국,,,"공포(호러),스릴러",윌리엄 프리드킨,"애슐리 쥬드,마이클 섀넌,린 콜린스"
2067,전차남,2006-09-07,672000.0,167758000.0,168.0,27207.0,1.0,1.0,일본,(주)엠케이픽처스,12세관람가,"멜로/로맨스,코미디",무라카미 마사노리,"야마다 타카유키,나카타니 미키"
2068,평범한 연인들,,976000.0,976000.0,168.0,168.0,1.0,6.0,프랑스,,,드라마,필립 가렐,"루이 가렐,클로틸드 헤스메"
2069,베오울프 + 스카우트 + 마을금고연쇄습격사건,2007-11-14,1790000.0,1790000.0,167.0,167.0,1.0,7.0,기타,,,"SF,드라마,코미디",,
2070,애니충격전 화이트 섹션1-동화,2008-03-06,756000.0,756000.0,167.0,167.0,3.0,12.0,기타,,,기타,,
2071,작가를 만나다-이송희일,,811000.0,811000.0,164.0,164.0,1.0,1.0,한국,,,,,
2072,나니아 연대기2+인디아나 존스4+라스베가스에서만 생길 수 있는 일,2008-05-29,1776000.0,1776000.0,162.0,162.0,1.0,5.0,미국,,,기타,,
2073,밴티지 포인트 + 바보 + 27번의 결혼리허설,2008-03-06,1752000.0,1752000.0,162.0,162.0,1.0,7.0,기타,,,기타,,
2074,벚꽃 편지,,957000.0,957000.0,162.0,162.0,1.0,12.0,일본,,,다큐멘터리,가와세 나오미,니시이 카즈오
2075,이웃 13호,,798000.0,798000.0,162.0,162.0,1.0,2.0,일본,,,"공포(호러),스릴러",이노우에 야스오,"나카무라 시도,오구리 슌"
2076,인생 전서,,867000.0,867000.0,162.0,162.0,1.0,4.0,프랑스,,,코미디,할 하틀리,"마틴 도노반,P. J. 하비"
2077,헬보이 2+신기전+맘마미아,2008-09-25,1738000.0,1738000.0,162.0,162.0,1.0,7.0,기타,,,기타,,
2078,러브 스토리,1996-05-11,870000.0,870000.0,161.0,161.0,1.0,2.0,한국,,고등학생이상관람가,멜로/로맨스,배창호,"배창호,김유미,전무송,김주연,노정선,최종원"
2079,리피피,2008-08-09,867000.0,867000.0,161.0,161.0,1.0,3.0,프랑스,,,드라마,,
2080,비트 더 드럼,2008-01-17,1020000.0,1020000.0,161.0,161.0,1.0,18.0,미국,(주)유레카픽쳐스,12세이상관람가,드라마,데이빗 힉슨,"마리 트왈라,주니어 싱고,오웬 세자크"
2081,장난감과 행복한 크리스마스,,795000.0,795000.0,161.0,161.0,1.0,2.0,이탈리아,,,"애니메이션,가족",엔조 달로,"매리 타일러 무어,토니 랜달"
2082,개구리의 노래,,808000.0,808000.0,160.0,160.0,1.0,6.0,일본,,,성인물(에로),이마오카 신지,"코나츠,히라사와 리나코"
2083,바람둥이,,882000.0,882000.0,160.0,160.0,1.0,3.0,미국,,,드라마,할 하틀리,"빌 세이지,드와이트 이웰"
2084,알렉산드라,2008-06-19,1075000.0,1075000.0,160.0,160.0,1.0,35.0,러시아,,전체관람가,드라마,알렉산더 소쿠로프,갈리나 비쉬네프스카야
2085,애니충격전 가족 애니메이션 베스트전,2008-07-25,214000.0,214000.0,160.0,160.0,1.0,7.0,기타,,,,,
2086,27번의 결혼리허설 + 마이 뉴 파트너 + 마이 블루베리 나이츠,2008-03-06,1758000.0,1758000.0,159.0,159.0,1.0,7.0,기타,,,기타,,
2087,애니충격전 앵콜 안시 베스트 섹션,,749000.0,749000.0,158.0,158.0,3.0,6.0,기타,,,드라마,,
2088,철콘 근크리트,2007-08-02,964000.0,964000.0,158.0,158.0,1.0,13.0,일본,스폰지,15세이상관람가,"애니메이션,액션",마이클 아리아스,니노미야 카즈나리
2089,"Once More, SIFF 2007",2008-01-04,760000.0,760000.0,157.0,157.0,1.0,26.0,기타,,,,,
2090,아나키인 재팬스케,2008-11-01,774000.0,774000.0,157.0,157.0,1.0,18.0,일본,,,성인물(에로),,
2091,기다리다 미쳐 + 내사랑 + 마고리엄의 장난감 백화점,2008-01-01,1696000.0,1696000.0,156.0,156.0,1.0,9.0,기타,,,기타,,
