■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2019-01-01~2020-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1539,아녜스의 해변,,"5,702,000",0.00%,"7,633,000",791,"1,139",1,20,프랑스,프랑스,,(주)영화사 안다미로,,다큐멘터리,아녜스 바르다,아녜스 바르다
1540,건힐의 결투,,"1,552,000",0.00%,"7,931,000",790,"4,041",1,27,미국,미국,,,,"스릴러,서부극(웨스턴)",존 스터지스,"커크 더글라스,앤소니 퀸"
1540,와룡선생 상경기,,"1,580,000",0.00%,"8,976,000",790,"3,218",1,20,한국,한국,신필름,,,코미디,김용덕,"김희갑,허장강,윤인자,엄앵란"
1542,부산행,2016-07-20,"4,758,500",0.00%,"93,187,397,548",788,"11,567,662",19,173,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,이주원,김율호,이영욱,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신,이육헌,김시우,백인권,차청화,류성록,주광현"
1542,삼일천하,1973-02-15,"1,576,000",0.00%,"1,576,000",788,788,1,23,한국,한국,(주)삼영필림,,전체관람가,사극,신상옥,"신영균,윤정희"
1542,플로리다 프로젝트,2018-03-07,"5,954,500",0.00%,"800,205,600",788,"95,610",2,46,미국,미국,,오드,15세이상관람가,드라마,션 베이커,윌렘 데포
1545,스톤 부인의 로마의 봄,,"1,613,000",0.00%,"8,858,000",787,"4,049",1,28,미국,"미국,영국",,,15세이상관람가,드라마,호세 쿠인테로,"워렌 비티,비비안 리"
1545,잃어버린 순간,,"1,574,000",0.00%,"1,574,000",787,787,1,18,미국,미국,,,,드라마,,수잔 헤이워드
1547,사랑의 종이 울릴 때,,"1,572,000",0.00%,"6,640,000",786,"3,305",1,12,미국,미국,,,,드라마,멜빌 샤벨슨,"대니 케이,바바라 벨 게디스"
1548,깊은 밤 갑자기,1981-07-17,"1,580,000",0.00%,"4,299,000",785,"1,592",2,29,한국,한국,남아진흥(주),(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가","공포(호러),범죄,스릴러",고영남,"김영애,한혜리,이기선,윤일봉"
1549,걸한트,,"1,558,000",0.00%,"1,558,000",779,779,1,20,미국,미국,,,,"코미디,멜로/로맨스",리처드 소프,스티브 맥퀸
1549,래미의 드래곤월드 구출작전,2020-07-16,"6,067,340",0.00%,"6,067,340",779,779,65,203,중국,중국,,와이드 릴리즈(주),전체관람가,애니메이션,웨이밍 황,"김경희,이소은,황창영,이슬"
1549,"이별유예, 일주일",2020-12-09,"7,586,000",0.00%,"7,586,000",779,779,29,306,한국,한국,(주)에스비에스미디어넷,(주)유어스토리블루,15세이상관람가,"드라마,판타지",김규현,"권유리,현우"
1552,낙엽귀근,2020-09-24,"6,259,880",0.00%,"6,259,880",777,777,23,183,중국,중국,,주식회사 블루필름웍스,15세이상관람가,코미디,장양,"곽도,조본산,호군"
1552,하이큐!! 끝과 시작,2016-11-16,"3,885,000",0.00%,"731,670,000",777,"100,631",17,30,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,미츠나카 스스무,"히노 사토시,이리노 미유"
1554,늑대의 아이들,2019-11-14,"5,407,100",0.00%,"5,407,100",776,776,12,71,폴란드,폴란드,,노바엔터테인먼트,15세이상관람가,미스터리,,
1554,람메르무어의 루치아,2019-10-13,"17,775,000",0.00%,"17,775,000",776,776,6,59,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,"공연,드라마,멜로/로맨스",로랑 펠리,"올가 페레치야트코,후안 디에고 플로레즈"
1554,만추,2011-02-17,"6,407,000",0.00%,"6,349,787,900",776,"850,411",10,52,한국,"한국,미국,홍콩",(주)에스씨에스엔터테인먼트,CJ ENM,15세이상관람가,멜로/로맨스,김태용,"현빈,탕웨이,김서라"
1557,십계 1편 : 나 이외의 다른 신을 섬기지 말라,,"3,513,500",0.00%,"3,513,500",775,775,9,60,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
1558,아메리칸 호러 스토리: 메리메이커의 살인자,2020-03-05,"816,000",0.00%,"816,000",774,774,1,8,미국,미국,,(주)영화사 안다미로,15세이상관람가,공포(호러),,"크리스찬 올리버,라리사 올레이닉"
1559,거리의 악사,,"1,544,000",0.00%,"3,721,000",772,"1,853",1,18,영국,영국,,,,코미디,팀 웰랜,"찰스 로튼,비비안 리"
1560,아치와 씨팍,2006-06-28,"7,695,480",0.00%,"648,049,280",771,"100,861",29,190,한국,한국,제이팀스튜디오(주),"(주)에이원엔터테인먼트,㈜스튜디오이쩜영",18세관람가,"애니메이션,코미디,액션,SF,범죄",조범진,"류승범,유현영,임창정,최준영,박정민,서혜정,장동혁,정미,김창후,양정화,박한재"
1561,사탄은 잠들지 않는다,,"1,540,000",0.00%,"1,678,000",770,800,1,12,미국,미국,,,,"드라마,전쟁",레오 맥커레이,"윌리엄 홀든,클리프톤 웹"
1561,협객 김두한,1975-06-05,"1,540,000",0.00%,"5,197,000",770,"2,596",1,22,한국,한국,신프로덕션,,15세이상관람가,액션,김효천,"이대근,독고성,서미경"
1563,노틀담의 꼽추,1971-07-31,"1,545,000",0.00%,"27,332,000",768,"13,657",2,26,프랑스,프랑스,,,중학생이상관람가,"드라마,멜로/로맨스",장 들라누와,"안소니 퀸,지나 롤로브리지다"
1564,라보엠,2014-12-20,"11,983,000",0.00%,"69,302,000",767,"4,613",6,32,독일,독일,,(주)쓰리캣프로덕션,전체관람가,멜로/로맨스,로버트 돈헴,안나 네트렙코
1565,깁슨 가족 연대기,,"1,532,000",0.00%,"4,356,000",766,"2,178",1,37,영국,영국,,,,코미디,데이빗 린,"로버트 뉴튼,셀리아 존슨"
1566,"링2(1999년, 일본판)",2000-07-29,"4,136,100",0.00%,"4,219,100",764,779,20,58,일본,일본,,,15세관람가,공포(호러),나카타 히데오,"사토 히토미,나카타니 미키,오타카 리키야"
1566,여름날,2020-08-20,"5,879,480",0.00%,"5,879,480",764,764,12,214,한국,한국,오전필름,영화배급협동조합 씨네소파,전체관람가,드라마,오정석,"김유라,김록경,이연금,이진서,이현지,천산호,조준형,한우진,김희수,조수아"
1568,멀홀랜드 드라이브,2001-11-30,"4,707,000",0.00%,"107,408,882",763,"13,621",1,16,미국,미국,,(주)영화사 안다미로,18세관람가,"드라마,미스터리",데이빗 린치,"로라 해링,나오미 왓츠"
1568,바라바,,"1,553,000",0.00%,"11,117,000",763,"5,563",1,13,이탈리아,이탈리아,,,,어드벤처,리차드 플레이셔,앤소니 퀸
1568,십계 5편 : 살인하지 말라,,"3,107,000",0.00%,"3,107,000",763,763,10,82,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
1568,아들과 연인,,"1,541,000",0.00%,"1,541,000",763,763,1,40,영국,영국,,,,드라마,잭 카디프,"트레버 하워드,딘 스톡웰"
1572,인천상륙작전,2016-07-27,"6,635,000",0.00%,"55,112,241,303",762,"7,051,237",2,3,한국,한국,(주)태원엔터테인먼트,(주)씨제이이엔엠,12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,한비,김희진,진용욱,곽순우,홍기준,우도환,성혁,길금성"
1572,허비 행콕: 무한한 가능성,2019-02-21,"5,328,250",0.00%,"5,328,250",762,762,11,118,미국,미국,,(주)에스와이코마드,전체관람가,다큐멘터리,"더그 바이로,존 파인",허비 행콕
1574,7인의 무뢰한,,"1,462,000",0.00%,"2,394,000",761,920,1,10,미국,미국,,,,서부극(웨스턴),버드 보에티처,"랜돌프 스콧,게일 러셀"
1575,십계 6편 : 간음하지 말라,,"3,063,000",0.00%,"3,063,000",758,758,10,82,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
1575,포기와 베스,2020-10-06,"19,024,000",0.00%,"19,024,000",758,758,7,146,미국,미국,,(주) 인스터 글로벌,12세이상관람가,공연,,
1577,이별식당,2020-08-27,"5,956,740",0.00%,"5,956,740",757,757,24,248,한국,한국,"(주)미스터로맨스,HATCH FILM ,서울예술대학","(주)에스와이코마드,아이 엠",12세이상관람가,"뮤지컬,드라마,멜로/로맨스",임왕태,"고윤,송글송글,현명한,배준수,이진성,이다영,김태성,신인숙,지가민,한준용,진채완,이지은,김은수,김가을,이연주,권오복,윤수정,노수빈,김윤미,이선아,김지혜"
1578,모정에 우는 두 아들,,"1,522,000",0.00%,"15,196,000",756,"7,549",1,23,한국,한국,남화,,전체관람가,멜로/로맨스,이일수,"김지미,김희라,장동휘,이순재"
1578,킹덤: 아메리칸 좀비,2020-04-20,"799,000",0.00%,"799,000",756,756,1,8,미국,미국,,(주)영화사 안다미로,15세이상관람가,"코미디,드라마",존 A. 루소,
1580,위대한 독재자,1988-11-19,"1,518,000",0.00%,"19,157,000",755,"3,044",1,23,미국,미국,,"(주)엣나인필름,㈜영화사 백두대간","연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
1581,세 가지 색: 레드,1994-09-17,"6,195,000",0.00%,"10,356,000",754,"1,308",9,54,프랑스,프랑스,엠케이투 프로덕션즈,(주)영화사 안다미로,연소자관람불가,드라마,크지슈토프 키에슬로프스키,"장-루이 트린티냥,이렌느 야곱"
1582,귀신의 향기,2019-07-03,"5,295,500",0.00%,"5,295,500",748,748,17,150,한국,한국,(주)스튜디오후크,(주)스튜디오후크,15세이상관람가,"공포(호러),멜로/로맨스,코미디",이준학,"강경준,이엘,전수경,성지루,손병호,최규환,오윤아,최무성,조성희,박명신,오희준,한지은,김근영,김경룡,정아미,정한용,서승만,정영기,박지홍,박지아,남태부,구혜령,박이슬,박진우,백수장,백수장,백승희,신정훈,오성현,오유진,옥주리,윤예희,정호영,최요운,전연담,이육헌,강성수,강소연,주영호,최청자,이동훈,한동희,김학룡,이유미,이유민,김우영,정나진,정유미,이인철,윤탁,최규환,정춘,정한용,이춘영,이열,손선근,전기수,서승만,장서경,성지루,이유미"
1582,더 테러리스트,2020-02-26,"6,063,400",0.00%,"6,063,400",748,748,17,142,기타,기타,,(주)드림팩트엔터테인먼트,15세이상관람가,"범죄,스릴러",,
1582,존 웨인의 기병대,,"1,621,000",0.00%,"14,465,000",748,"6,625",1,34,미국,미국,,,12세이상관람가,"어드벤처,전쟁",존 포드,"존 웨인,윌리엄 홀덴,콘스탄스 타워스"
1585,자매의 화원,,"1,494,000",0.00%,"4,656,000",747,"2,328",1,32,한국,한국,,,,"드라마,멜로/로맨스",신상옥,
1585,페어웰,2021-02-04,"5,734,000",0.00%,"5,734,000",747,747,3,12,미국,"미국,중국",,오드,전체관람가,"가족,드라마",룰루 왕,"아콰피나,자오 슈젠"
1587,롤라,2019-08-22,"6,091,500",0.00%,"6,091,500",744,744,2,31,프랑스,"프랑스,이탈리아",,(주)에스와이코마드,12세이상관람가,"멜로/로맨스,뮤지컬",자끄 드미,"아누크 에메,마르크 미셸,엘리나 라보드떼,코린느 마르샹,도로시 블랑크"
1587,황금광 시대,1990-02-17,"1,493,000",0.00%,"6,059,000",744,"2,197",1,22,미국,미국,찰리채플린프로덕션,(주)엣나인필름,중학생이상관람가,"어드벤처,코미디,가족",찰리 채플린,"찰리 채플린,맥 스웨인,톰 머레이,조지아 헤일"
1589,십자포화,,"1,489,000",0.00%,"3,394,000",743,"1,688",1,12,미국,미국,,,,"범죄,드라마",에드워드 디미트릭,"로버트 영,로버트 미첨"
1590,세 가지 색 : 화이트,1994-06-18,"6,071,000",0.00%,"10,028,000",742,"1,252",10,59,프랑스,프랑스,,(주)영화사 안다미로,연소자관람불가,"드라마,코미디",크지슈토프 키에슬로프스키,"즈비그니에프 자마호브스키,줄리 델피"
1591,촌색씨,,"1,476,000",0.00%,"5,560,000",738,"2,780",1,20,한국,한국,,,,"멜로/로맨스,드라마",박영환,"이경태,최은희,이대엽,도금봉"
1592,다방의 푸른 꿈,2017-01-26,"1,918,000",0.00%,"6,799,000",736,"1,591",2,50,한국,한국,인디라인,"스토리 너머,아이 엠",전체관람가,다큐멘터리,김대현,김정구
1592,문라이즈 킹덤,2013-01-31,"7,330,000",0.00%,"310,255,500",736,"39,440",5,50,미국,미국,,(주)영화사 진진,15세이상관람가,"코미디,어드벤처,멜로/로맨스",웨스 앤더슨,"브루스 윌리스,에드워드 노튼,빌 머레이,프란시스 맥도먼드,틸다 스윈튼,자레드 길만,카라 헤이워드"
1594,SIFF2020 페스티벌 초이스 단편 쇼케이스 2,,"5,131,000",0.00%,"5,131,000",733,733,2,5,한국,한국,,,,기타,,
1595,레전더리 콘서트: 헤르베르트 폰 카라얀,2020-11-01,"20,976,000",0.00%,"20,976,000",730,730,15,122,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,헤르베르트 폰 카라얀,
1595,선생님과 길고양이,2020-04-09,"5,860,820",0.00%,"5,860,820",730,730,53,335,일본,일본,,찬란,전체관람가,코미디,후카가와 요시히로,"이세이 오가타,소메타니 쇼타,피에르 타키"
1597,데드링거,,"5,727,500",0.00%,"5,727,500",729,729,8,52,,,,,,,,
1597,"안녕, 나의 소녀 시절이여",2018-12-12,"2,558,000",0.00%,"19,118,500",729,"2,784",5,184,한국,한국,KBS,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,김한석,쏘남 왕모 스칼닷
1599,서부 개척사,,"1,380,000",0.00%,"15,083,000",724,"6,219",1,12,미국,미국,,,,"서부극(웨스턴),어드벤처,드라마","존 포드,헨리 해서웨이,조지 마샬","캐롤 베이커,리 J. 콥"
1600,방랑자,,"4,823,000",0.00%,"5,439,000",723,847,1,21,프랑스,프랑스,,(주)영화사 안다미로,,드라마,아녜스 바르다,상드린 보네르
1601,무분별,,"1,449,000",0.00%,"1,944,000",722,887,1,22,영국,영국,,,,코미디,스탠리 도넌,"캐리 그랜트,잉그리드 버그만,세실 파커"
1602,동성서취,1993-03-13,"6,628,500",0.00%,"6,628,500",720,720,7,35,홍콩,홍콩,,(주)엔케이컨텐츠,중학생이상관람가,"액션,코미디",유진위,"장국영,임청하,양조위,양가휘,장만옥"
1603,디드씨 도시로가다,,"1,729,000",0.00%,"9,847,000",719,"4,691",1,14,미국,미국,콜롬비아,,,코미디,프랭크 카프라,"게리 쿠퍼,진 아서"
1603,완벽한 타인,2018-10-31,"6,169,400",0.00%,"44,356,976,474",719,"5,294,154",7,20,한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환"
1605,디아블로: 분노의 질주,2019-11-13,"3,396,000",0.00%,"3,396,000",718,718,20,50,폴란드,폴란드,,주식회사 디에스이이디,15세이상관람가,액션,,
1605,철부지 아씨,1968-03-14,"1,436,000",0.00%,"7,451,000",718,"3,688",1,27,한국,한국,,,미정,드라마,김기풍,"문희,김정훈"
1607,로맨스 빠빠,1960-01-28,"1,434,000",0.00%,"10,833,000",717,"5,421",1,35,한국,한국,신필름,,15세이상관람가,"드라마,멜로/로맨스",신상옥,"신성일,주증녀,최은희,최은희"
1607,베를린 천사의 시,1993-05-15,"5,041,000",0.00%,"7,976,000",717,"1,239",1,13,독일,독일,아르고스필름즈,,연소자관람가,"드라마,멜로/로맨스,판타지",빔 벤더스,"브루노 간츠,솔베이그 도마르틴"
1607,십계 2편 : 하느님의 이름을 망령되이 일컫지 말라,,"3,097,500",0.00%,"3,097,500",717,717,9,60,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
1610,몽상가들,2005-03-25,"6,830,000",0.00%,"293,844,204",716,"42,139",1,42,프랑스,프랑스,더 레코디드 픽쳐 프로덕션,"찬란,오드",18세관람가,"드라마,멜로/로맨스",베르나르도 베르톨루치,"에바 그린,마이클 피트,루이 가렐,로빈 레누치,안나 챈셀러"
1611,천녀유혼,1987-12-05,"4,626,700",0.00%,"16,128,200",714,"2,663",3,50,홍콩,홍콩,(주)동아수출공사,,중학생이상관람가,"공포(호러),드라마,판타지",정소동,"장국영,왕조현"
1612,홀 인 더 헤드,,"1,426,000",0.00%,"1,562,000",713,741,1,8,미국,미국,,,,"코미디,드라마",프랭크 카프라,"프랭크 시내트라,에드워드 G. 로빈슨"
1613,챔피언,,"1,429,000",0.00%,"5,949,000",712,"2,977",1,21,미국,미국,,,,드라마,마크 로브슨,"커크 더글라스,아서 케네디"
1614,설리반의 여행,,"1,427,000",0.00%,"1,427,000",711,711,1,15,,,,,,,,
1615,7번방의 선물,2013-01-23,"4,085,500",0.00%,"91,437,368,170",709,"12,812,144",34,194,한국,한국,"(주)화인웍스,(주)씨엘엔터테인먼트",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이환경,"류승룡,박신혜,갈소원,정진영,오달수,박원상,김정태,정만식,김기천,장호준,김동민,박수진,박유경,박정배,조덕현,박상면,조재윤,박길수,이승연,김봉수,정희태,이윤희,오창경,한이진"
1616,기사푸라카스,,"1,412,000",0.00%,"1,412,000",706,706,1,29,프랑스,프랑스,,,,드라마,피에르 가스파 휘,
1617,드라큐라,1993-01-16,"5,516,000",0.00%,"5,699,000",704,764,14,85,미국,미국,,,고등학생이상관람가,"공포(호러),스릴러,드라마,멜로/로맨스",프란시스 포드 코폴라,"게리 올드만,위노나 라이더"
1617,백사부인,1960-10-02,"1,408,000",0.00%,"4,436,000",704,"2,218",1,15,한국,한국,신필름,,,"사극,공포(호러),멜로/로맨스",신상옥,"최은희,신성일"
1617,삼촌,2019-11-28,"5,769,540",0.00%,"5,769,540",704,704,10,111,한국,한국,영화사 진,(주)드림팩트엔터테인먼트,청소년관람불가,"미스터리,스릴러",김형진,"정우림,강신효,강신철,고규필,노지유,정휘,김효준,임형태,안복자,박영,김선웅,김세환,박준서,장한별,김민철,이설민,박진호,박기태,황인철,이상준,오범석,이동준,최성규,정인자,김한강,송민길,신진용,박광원,안중권,이인석"
1620,슈퍼펫,2020-08-13,"3,500,000",0.00%,"3,500,000",700,700,6,70,영국,영국,,예지림엔터테인먼트,전체관람가,애니메이션,벤 스미스,
1621,나이아가라,,"1,455,000",0.00%,"17,292,000",699,"8,392",1,19,미국,미국,,,15세관람가,"드라마,기타,스릴러",헨리 해서웨이,"마릴린 몬로,조셉 코튼,진 피터스"
1622,파이트 클럽,1999-11-13,"4,444,000",0.00%,"130,943,200",696,"16,749",2,51,미국,미국,"아트린슨프로덕션즈,폭스2000픽처스,리젠시 엔터프라이즈,타우러스 필름",(주)팝엔터테인먼트,"18세관람가,청소년관람불가","액션,범죄,드라마,스릴러",데이빗 핀처,"브래드 피트,에드워드 노튼,헬레나 본햄 카터"
1622,혈투의 게곡,,"1,392,000",0.00%,"3,568,000",696,"1,478",1,22,미국,미국,메트로-골드윈-마이어,,,"서부극(웨스턴),가족",리처드 소프,"버트 랭커스터,로버트 워커,조안나 드루,샐리 포레스트"
1624,2019 한국영화아카데미 35기 졸업영화제 섹션A,,"2,697,500",0.00%,"2,697,500",695,695,1,6,한국,한국,,,,드라마,,
1624,김광석,2017-08-30,"1,409,000",0.00%,"773,892,500",695,"98,926",1,34,한국,한국,(주)씨네포트,(주)무빙픽쳐스컴퍼니,15세이상관람가,다큐멘터리,이상호,"김광석,이상호,신종민,안철호"
1626,2019 한국영화아카데미 35기 졸업영화제 섹션B,,"2,695,000",0.00%,"2,695,000",694,694,1,6,한국,한국,,,,드라마,,
1627,더 보이,2016-06-01,"4,372,000",0.00%,"454,926,821",693,"57,652",15,156,미국,미국,,(주)리틀빅픽쳐스,15세이상관람가,"공포(호러),스릴러",윌리엄 브렌트 벨,"로렌 코핸,루퍼트 에반스"
1628,2019 한국영화아카데미 35기 졸업영화제 섹션C,,"2,690,000",0.00%,"2,690,000",692,692,1,6,한국,한국,,,,드라마,,
1629,암행어사와 흑두건,,"1,384,000",0.00%,"2,730,000",691,"1,359",1,22,한국,한국,,,,드라마,김기풍,
1630,패티코트 작전,,"1,391,000",0.00%,"4,351,000",690,"2,165",1,28,미국,미국,,,,"코미디,전쟁",블레이크 에드워즈,"캐리 그랜트,토니 커티스"
1631,불멸의 연인,1995-01-28,"5,313,000",0.00%,"9,716,000",687,"2,737",10,83,미국,미국,"아이콘엔터테인먼트인터내셔널,머제스틱 필름즈 인터내셔널",(주)엔케이컨텐츠,고등학생이상관람가,드라마,버나드 로즈,"게리 올드만,예로엔 크라베,이사벨라 로셀리니"
1632,슬픔은 그대 가슴에,1999-05-08,"1,514,000",0.00%,"23,664,000",685,"11,712",1,27,미국,미국,유니버셜 픽쳐스,,12세관람가,"드라마,가족",더글라스 서크,라나 터너
1632,킬 존,2018-11-04,"3,425,000",0.00%,"3,427,000",685,686,1,2,미국,미국,,제인앤유,청소년관람불가,액션,토드 바투,에릭 오드
1634,2020 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화[GV],,"3,400,000",0.00%,"3,400,000",680,680,1,5,한국,한국,,,,"드라마,가족",,
1635,서부의 사나이,,"1,366,000",0.00%,"1,366,000",679,679,1,20,미국,미국,,,,"서부극(웨스턴),멜로/로맨스",안소니 만,"게리 쿠퍼,줄리 런던"
1636,플라이,1988-08-13,"5,325,500",0.00%,"5,325,500",677,677,7,57,미국,미국,브룩스필름즈,,고등학생이상관람가,"SF,공포(호러)",데이빗 크로넨버그,
1637,선생님의 일기,2016-11-02,"4,338,500",0.00%,"504,444,700",676,"72,156",19,132,태국,태국,,"(주)드림팩트엔터테인먼트,(주)미로스페이스",12세이상관람가,"멜로/로맨스,드라마",니티왓 다라톤,레일라 분야삭
1638,사랑의 굴다리,,"1,348,000",0.00%,"1,348,000",674,674,1,20,미국,미국,,,,"코미디,멜로/로맨스",진 켈리,도리스 데이
1639,올모스트 엔젤스,,"1,336,000",0.00%,"1,336,000",668,668,1,27,미국,미국,,,,"가족,코미디",,한스 홀트
1640,펠리칸 베이커리,2020-04-02,"5,492,140",0.00%,"5,492,140",665,665,28,266,일본,일본,,(주)영화사 진진,전체관람가,다큐멘터리,,
1641,아나스타샤,1997-12-20,"1,317,000",0.00%,"13,888,000",664,"6,446",1,23,미국,미국,이십세기폭스필름코퍼레이션,,모든 관람객이 관람할 수 있는 등급,"애니메이션,어드벤처,가족,뮤지컬",돈 블루스,"맥 라이언,존 쿠삭"
1642,소돔과 고모라,1974-04-25,"1,326,000",0.00%,"9,681,000",663,"4,875",1,15,미국,"미국,이탈리아,프랑스",,,,"드라마,어드벤처,사극",로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
1642,허스토리,2018-06-27,"3,685,000",0.00%,"2,524,710,949",663,"337,485",3,11,한국,한국,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,민규동,"김희애,김해숙,예수정,문숙,이용녀,김준한,이유영,안세하,손강국,윤효진,이선민,이승연,손승훈,이현동,이형석,임서영,안진영,김혜림,오진호,민주홍,박수진,박용수,정미경,박정헌,정은택,박진수,김명희,하성영,김선영,김성환,김시영,김시영,박명신,한지민,이설,최병모,정인기,김혜준,오창경,김인우,임선우"
1644,인비저블 위트니스,2019-08-28,"5,229,360",0.00%,"5,229,360",662,662,13,122,이탈리아,이탈리아,,이언픽쳐스,15세이상관람가,스릴러,스테파노 모르디니,"리카르도 스카마르치오,파브리지오 벤티보글리오"
1645,감시자들,2013-07-03,"6,714,500",0.00%,"39,389,732,679",660,"5,509,019",10,38,한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션","조의석,김병서","설경구,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선,강신하,이동진"
1646,나는 나를 해고하지 않는다,2021-01-28,"5,193,000",0.00%,"5,193,000",658,658,2,11,한국,한국,"(주)홍시쥔,아트 윙",(주)영화사 진진,12세이상관람가,드라마,이태겸,"유다인,오정세"
1646,장수상회,2015-04-09,"3,388,000",0.00%,"8,743,405,143",658,"1,166,887",2,5,한국,한국,"(주)빅픽쳐,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란,박경혜,윤경호,전운종"
1648,꿈,1955-01-16,"1,312,000",0.00%,"2,988,000",656,"1,494",1,15,한국,한국,,,,드라마,신상옥,"최은희,황남"
1648,어른도감,2018-08-23,"3,255,000",0.00%,"56,394,700",656,"7,612",4,13,한국,한국,한국영화아카데미,(주)영화사 진진,12세이상관람가,"코미디,드라마",김인선,"엄태구,이재인,서정연,김새벽,손강국,이정은,김경옥,김민주,김기현,김수환,김연주,김윤수,김지혜,김현수,배준성,백혜정,원하라,이슬기,이영숙,이윤희,이재우,이지혜,이진희,최민석,최윤주,장혜진,최이슬,황정민,박성연"
1650,로맨틱 코미디,2020-12-03,"5,648,040",0.00%,"5,648,040",654,654,28,317,미국,미국,,(주)영화사 안다미로,12세이상관람가,다큐멘터리,,"제시카 바든,찰리 린"
1651,가슴에 빛나는 별,,"1,304,000",0.00%,"7,564,000",652,"3,694",1,14,미국,미국,,,15세이상관람가,"서부극(웨스턴),드라마",안소니 만,"헨리 폰다,안소니 퍼킨스,피터 볼드윈"
1651,앵커,2019-11-28,"3,607,200",0.00%,"3,670,200",652,665,5,58,한국,한국,씨네마캣 픽쳐스,씨네마캣 픽쳐스,15세이상관람가,드라마,최정민,"박수연,김동우,윤성욱,박채익,박시후,이해인,이승기,김진모,김현서,김리원,김록경,박민지,주은실,장성자,장성지,소영남,김혜량,서채훈,왕민정,황주연,조영은,박진용,박금줄,김혜진,솔,신연우,김왕건,박가빈,장우성,우규빈,박서진,강옥희,강혜원,김윤화,안은비,김은선,박규희,서정인,김정윤,김서윤,조수현,조보현,강근영,이혜지,임혜영,김태영,박찬홍,신나래"
1651,정의심판,2019-10-17,"5,772,000",0.00%,"5,772,000",652,652,2,20,한국,한국,프로젝트 엔터테인먼트,프로젝트 엔터테인먼트,15세이상관람가,드라마,조성현,"조성현,정재숙,김성원,송훈,강동수,장영근,오상철,김정남,이관영,이상용,송해도,고현철,최금숙,최혜리,진장우,이정철,정현진,정한호,허윤제,허윤제,권대정,권은혜,이행주,김흥국,유광수,윤재순,육정숙,표중길,송현욱,김현승,염진환,한정원,강용운,노희국,김병길,김진규,김두은,염재민,김종신,이진아,전권하,김다혜,육민혜,서지연,이희영,박성진,이대형,김영철,장산성,전효석,이상언,황천일,표중길,이상언,송훈,한정원,한정원,박성진,류성훈,박성진"
