■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2013-01-01~2014-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
414,잉여들의 히치하이킹,2013-11-28,"202,861,800",0.00%,"202,861,800","29,325","29,325",35,"2,020",한국,한국,Surplus,CGV아트하우스,12세이상관람가,다큐멘터리,이호재,"이호재,이현학,하승엽,김휘"
415,꼬마잠수함 올리,2014-10-16,"196,511,300",0.00%,"196,511,300","29,114","29,114",232,"1,921",중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",헤 질리,"김경희,최윤정,김자연,홍진욱"
416,원 데이,2012-12-13,"221,987,500",0.00%,"1,501,541,500","29,005","204,075",27,924,미국,미국,,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스",15세이상관람가,"드라마,멜로/로맨스",론 쉐르픽,"앤 해서웨이,짐 스터게스"
417,머드,2013-11-28,"208,202,500",0.00%,"208,202,500","28,766","28,766",113,"2,044",미국,미국,,(주)프레인글로벌,15세이상관람가,드라마,제프 니콜스,"매튜 매커너히,리즈 위더스푼,마이클 섀넌"
418,왓 이프,2014-11-13,"207,094,700",0.00%,"207,094,700","27,818","27,818",145,"1,983",아일랜드,"아일랜드,캐나다",,(주)나이너스엔터테인먼트,15세이상관람가,"코미디,드라마,멜로/로맨스",마이클 도즈,"다니엘 래드클리프,조 카잔"
419,코비: 블루 엘리펀트의 전설,2013-12-05,"166,205,000",0.00%,"166,205,000","27,641","27,641",104,"1,036",태국,태국,,(주)영화사 빅,전체관람가,애니메이션,타위랍 스리우티윙스,
420,쾌걸 조로리의 대대대대모험,2013-06-05,"173,490,500",0.00%,"173,490,500","27,598","27,598",136,"1,272",일본,일본,,(주)미디어데이,전체관람가,애니메이션,이와사키 토모코,"정태호,신보라"
421,어떤 만남,2014-07-31,"211,674,300",0.00%,"211,674,300","27,302","27,302",39,890,프랑스,프랑스,,(주)티캐스트콘텐츠허브,청소년관람불가,멜로/로맨스,리사 아주엘로스,"소피 마르소,프랑수아 클뤼제"
422,선샤인 온 리스,2014-09-03,"205,571,600",0.00%,"205,571,600","26,675","26,675",142,"1,528",영국,영국,,(주)팝엔터테인먼트,12세이상관람가,뮤지컬,덱스터 플레처,"피터 뮬란,조지 맥케이,제인 호록스,안토니아 토마스,프레야 메이버,케빈 구스리,제이슨 플레밍,폴 프래니건"
423,유고와 라라 : 신비의 숲 어드벤처,2014-10-02,"188,535,000",0.00%,"188,535,000","26,292","26,292",167,"1,151",중국,중국,,(주)프레인글로벌,전체관람가,"애니메이션,판타지,어드벤처",왕운비,"소연,박지윤"
424,스파이크,2013-12-05,"151,226,500",0.00%,"151,226,500","25,190","25,190",159,"1,200",프랑스,프랑스,,"예지림엔터테인먼트,선필름",전체관람가,애니메이션,"다비드 알로,에릭 토스티","남도형,김서영"
425,꼬마영웅 경찰차 프로디2,2014-03-20,"166,040,900",0.00%,"166,040,900","25,149","25,149",257,"1,554",노르웨이,노르웨이,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",라스무스 A. 실버르센,"이선,엄상현"
426,빅 픽처,2013-07-04,"182,904,800",0.00%,"182,904,800","25,038","25,038",38,"1,131",프랑스,프랑스,,(주)드림웨스트픽쳐스,청소년관람불가,드라마,에릭 라티고,"로맹 뒤리스,마리나 포이스,까뜨린느 드뇌브,닐스 아르스트럽,브랑카 카틱"
427,쥬로링 동물탐정 극장판,2014-12-18,"175,451,100",0.00%,"175,451,100","24,977","24,977",188,"1,052",한국,"한국,일본",(주)제이엠애니메이션,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처","이종현,박시후","김서영,양정화,문남숙"
428,가디언즈,2012-11-29,"162,255,500",0.00%,"8,245,266,000","24,846","1,081,096",53,750,미국,미국,드림웍스 애니메이션,(주)씨제이이엔엠,전체관람가,"애니메이션,어드벤처",피터 램지,"크리스 파인,알렉 볼드윈,휴 잭맨,주드 로,아일라 피셔,다코타 고요,이제훈,류승룡,유해진,이종혁,한혜진"
429,님포매니악 볼륨2,2014-07-03,"201,908,933",0.00%,"201,908,933","24,388","24,388",53,"1,283",덴마크,"덴마크,벨기에,프랑스,독일,영국",,CGV아트하우스,청소년관람불가,"드라마,미스터리",라스 폰 트리에,"샤를로뜨 갱스부르,스텔란 스카스가드,스테이시 마틴,샤이아 라보프,제이미 벨,크리스찬 슬레이터,윌렘 데포,미아 고스,우마 서먼,소피 케네디 클락,코니 닐슨"
430,프라미스드 랜드,2013-12-12,"179,339,162",0.00%,"179,339,162","24,052","24,052",52,"1,548",미국,미국,,CGV아트하우스,12세이상관람가,드라마,구스 반 산트,"맷 데이먼,프란시스 맥도먼드,존 크래신스키"
431,GROW: 인피니트의 리얼 청춘 라이프,2014-12-04,"189,409,200",0.00%,"189,409,200","23,865","23,865",71,824,한국,한국,(주)울림엔터테인먼트,골든타이드픽처스(주),전체관람가,드라마,김진수,"김성규,장동우,남우현,호야,이성열,엘,이성종"
432,히어로,2013-10-08,"158,900,000",0.00%,"158,900,000","23,841","23,841",179,"2,130",한국,한국,"(주)필마픽쳐스 ,(주)프리윌컴퍼니",(주)마인스 엔터테인먼트,전체관람가,"가족,SF,드라마",김봉한,"오정세,박철민,정은표,신지수,배호근,백소미,서인한,송영훈,안성원,이용동,이현모,류현,황순영,문희경,손병호"
433,8월의 크리스마스,1998-01-24,"166,888,000",0.00%,"171,406,000","23,827","24,562",71,"2,300",한국,한국,(주)우노필름,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,"멜로/로맨스,드라마",허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
434,고스트 메신저 극장판,2014-05-22,"184,194,000",0.00%,"184,194,000","23,802","23,802",81,"1,211",한국,한국,(주)스튜디오 애니멀,에이원엔터테인먼트,12세이상관람가,"애니메이션,SF,판타지",구봉회,"양정화,박성태,은정,정재헌,박지윤,김호성"
435,부에노스 아이레스에서 사랑에 빠질 확률,2013-09-12,"182,615,500",0.00%,"182,615,500","23,614","23,614",18,"1,142",아르헨티나,"아르헨티나,스페인,독일",,(주)영화사 진진,15세이상관람가,"코미디,드라마",구스타보 타레토,"하비에르 드롤라스,피욜라 로페즈 드 아야라"
436,타임 투 러브,2014-10-23,"179,611,300",0.00%,"179,611,300","23,597","23,597",201,"3,098",미국,미국,,(주)인벤트스톤,청소년관람불가,"코미디,멜로/로맨스",저스틴 리어든,"크리스 에반스,미셸 모나한"
437,빨간머리 앤 : 그린게이블로 가는 길,2013-01-09,"166,277,500",0.00%,"166,277,500","23,582","23,582",108,"1,555",일본,일본,,(주)미디어데이,전체관람가,애니메이션,다카하타 이사오,
438,디노타샤: 공룡대탐험,2014-01-29,"165,071,000",0.00%,"165,071,000","23,530","23,530",138,"1,195",미국,미국,,(주)영화사 빅,전체관람가,"애니메이션,어드벤처","데이빗 크렌츠,에릭 넬슨","박지윤,곽윤상,베르너 헤어조크"
439,디스커넥트,2013-11-07,"161,108,704",0.00%,"161,108,704","23,255","23,255",113,"1,655",미국,미국,,(주)영화사 빅,청소년관람불가,"드라마,스릴러",헨리 알렉스 루빈,"제이슨 베이트먼,알렉산더 스카스가드,폴라 패튼,프랭크 그릴로"
440,26년,2012-11-29,"130,489,000",0.00%,"21,242,367,145","23,177","2,963,652",29,635,한국,한국,영화사청어람(주),"(주)인벤트스톤,영화사청어람(주)",15세이상관람가,"액션,드라마",조근현,"진구,한혜진,임슬옹,배수빈,이경영,장광,천우희,이현걸,전종석,정광재,지성용,김병오,이상훈,이경영,정현진,이미도,조덕제,김의성,김도윤,김태준,김기천,이상훈,정희태,한사명,박서연"
441,거인,2014-11-13,"175,333,400",0.00%,"175,333,400","23,153","23,153",77,"2,183",한국,한국,(주)메이킹에이프린트,필라멘트픽쳐스,12세이상관람가,드라마,김태용,"최우식,김수현,강신철,신재하,박주희,이종원,이현우,최지연,편경우,김병수,김재화,이민아,장유상,박명신,박근록,조장환,방은정,차영남"
442,꼬마마녀 요요와 네네,2013-12-25,"152,193,000",0.00%,"152,193,000","23,057","23,057",90,808,일본,일본,,"㈜T-JOY,씨너스엔터테인먼트(주)",전체관람가,애니메이션,히라오 타카유키,"김서영,엄상현,이선주"
443,짓,2013-09-25,"162,540,500",0.00%,"162,540,500","23,052","23,052",159,"2,758",한국,한국,㈜리필름,(주)팝파트너스,청소년관람불가,멜로/로맨스,한종훈,"서은아,서태화,김희정,장윤경,류호장,송대중,이수희,손진호,곽민호"
444,알렉스 크로스,2013-03-14,"164,165,000",0.00%,"164,165,000","22,978","22,978",162,"3,168",미국,미국,,(주)인벤트스톤,청소년관람불가,"액션,스릴러",롭 코헨,"매튜 폭스,타일러 페리,에드워드 번즈,레이첼 니콜스,장 르노"
445,사이비,2013-11-21,"165,790,400",0.00%,"165,790,400","22,318","22,318",76,"1,832",한국,한국,주식회사 다다쇼,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"애니메이션,스릴러",연상호,"오정세,양익준,권해효,박희본,김민찬,조소흠,조영각,노유경,하명석,홍덕표,홍은표,연상호,연상호,연상호,연상호,연상호,용창우,유지연,이성희,이수현,이지혜,장희식,정성훈,정요셉,류혜영,황석정,이민지,장리우,이장유,심희섭"
446,까밀 리와인드,2013-07-18,"164,840,500",0.00%,"164,840,500","22,127","22,127",27,996,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,드라마,노에미 르보브스키,"노에미 르보브스키,사미르 구에스미,욜랭드 모로,미셸 빌레모"
447,엔들리스 러브,2014-03-13,"165,237,000",0.00%,"165,237,000","22,091","22,091",210,"3,299",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"드라마,멜로/로맨스",샤나 페스트,"알렉스 페티퍼,라이스 웨이크필드,브루스 그린우드,조엘리 리처드슨,가브리엘라 와일드"
448,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014-08-07,"144,062,800",0.00%,"144,062,800","21,939","21,939",91,954,한국,한국,"(주)빅스크리에이티브,(주)디씨지플러스,차이나필름그룹",메가박스중앙(주)플러스엠,전체관람가,애니메이션,방형우,"양정화,안영미,김서영,이용신"
449,천하무적 키코리키,2014-07-17,"149,655,900",0.00%,"149,655,900","21,889","21,889",186,"1,162",러시아,러시아,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",데니스 체르노프,
450,플레이스 비욘드 더 파인즈,2013-08-01,"161,277,500",0.00%,"161,277,500","21,760","21,760",30,"1,084",미국,미국,,(주)미디어데이,청소년관람불가,"범죄,드라마",데릭 시엔프랜스,"라이언 고슬링,브래들리 쿠퍼,에바 멘데스"
451,클라우즈 오브 실스마리아,2014-12-18,"171,434,299",0.00%,"171,434,299","21,607","21,607",53,824,프랑스,"프랑스,스위스,독일",,(주)나이너스엔터테인먼트,15세이상관람가,드라마,올리비에 아사야스,"줄리엣 비노쉬,크리스틴 스튜어트,클로이 모레츠"
452,그랑블루 리마스터링 감독판,2013-07-25,"164,416,079",0.00%,"164,416,079","21,520","21,520",34,715,프랑스,"프랑스,이탈리아",,(주)팝파트너스,15세이상관람가,"멜로/로맨스,드라마",뤽 베송,"장 르노,장 마크 바,로잔나 아퀘트"
453,초원의 왕 도제,2014-03-27,"148,292,600",0.00%,"148,292,600","21,424","21,424",192,"1,125",일본,일본,,(주)나이너스엔터테인먼트,전체관람가,"애니메이션,어드벤처",코지마 마사유키,"하마다 타츠오미,카케이 토시오"
454,천안함 프로젝트,2013-09-05,"158,535,500",0.00%,"158,535,500","21,317","21,317",33,920,한국,한국,(주)아우라픽처스,(주)아우라픽처스,12세이상관람가,다큐멘터리,백승우,"강신일,이희은,조다인,고승민,홍성기,승의열,손경원"
455,이브 생 로랑,2014-06-26,"166,422,300",0.00%,"166,422,300","21,280","21,280",53,919,프랑스,프랑스,,(주)블룸즈베리파트너스,청소년관람불가,드라마,자릴 레스페르,"피에르 니네이,기욤 갈리엔,샬롯 르 본,니콜라이 킨스키"
456,60만번의 트라이,2014-09-18,"147,541,300",0.00%,"147,541,300","21,239","21,239",76,"1,605",한국,"한국,일본","꼬마프레스,60만번의트라이제작위원회",㈜인디스토리,12세이상관람가,다큐멘터리,"박사유,박돈사","문정희,조성경,최현,김관태,문정희,문정희"
457,아기기린 자라파,2013-02-14,"134,445,000",0.00%,"134,505,000","21,153","21,165",87,"1,268",프랑스,"프랑스,벨기에",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,"레미 베잔송,장-클리스토페 리에","맥스 레나우딘,시몬 압카리언,프랑소아 제르비에 드메종,베논 도브체프"
458,그랜드 피아노,2014-04-17,"149,337,000",0.00%,"149,337,000","20,961","20,961",95,"1,165",스페인,스페인,,와이드 릴리즈(주),15세이상관람가,스릴러,유지니오 미라,"일라이저 우드,존 쿠삭"
459,그 사람 그 사랑 그 세상,2014-11-20,"153,085,500",0.00%,"153,085,500","20,868","20,868",55,992,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
460,소녀,2013-11-07,"153,915,000",0.00%,"153,915,000","20,599","20,599",73,"1,597",한국,한국,"(주)영화사꽃,(주)뱅가드스튜디오",(주)씨제이이엔엠,청소년관람불가,"멜로/로맨스,미스터리",최진성,"김윤혜,김시후,이태희,소민섭,안성찬,정연주,김은아,최수연,박소담,기주봉,오희준,서현우,정인기"
461,플라이트,2013-02-28,"150,770,500",0.00%,"150,770,500","20,553","20,553",79,"1,380",미국,미국,파라마운트 픽쳐스,(주)씨제이이엔엠,청소년관람불가,드라마,로버트 저메키스,"덴젤 워싱턴,돈 치들,켈리 라일리,존 굿맨"
462,완전 소중한 사랑,2013-11-21,"129,614,500",0.00%,"129,614,500","20,303","20,303",66,"1,445",한국,한국,"(주)옐로우래빗,(사)문화예술사회공헌 네트워크",주식회사 마운틴픽쳐스,12세이상관람가,드라마,김진민,"심이영,임지규,공정환,윤봉길,유예일,최창엽,최창엽,우준석,엄수정,최희서,미람"
463,러브레이스,2013-10-17,"139,215,138",0.00%,"139,215,138","19,933","19,933",154,"2,506",미국,미국,,씨너스엔터테인먼트(주),청소년관람불가,드라마,"롭 엡스타인,제프리 프리드먼","아만다 사이프리드,샤론 스톤,제임스 프랭코,피터 사스가드,아담 브로디,주노 템플"
464,슈퍼처방전,2014-12-10,"148,079,000",0.00%,"148,079,000","19,919","19,919",144,"1,895",프랑스,"프랑스,벨기에",,(주)영화사 빅,12세이상관람가,코미디,대니 분,"대니 분,카드 메라드,엘리스 폴"
465,세상의 끝까지 21일,2013-08-14,"147,134,500",0.00%,"147,134,500","19,896","19,896",26,989,미국,미국,,(주)드림웨스트픽쳐스,15세이상관람가,"드라마,코미디,멜로/로맨스",로렌 스카파리아,"키이라 나이틀리,스티브 카렐"
466,누구에게나 찬란한,2014-11-06,"136,184,900",0.00%,"136,184,900","19,865","19,865",51,"1,274",한국,한국,게릴라캠,CGV아트하우스,전체관람가,다큐멘터리,임유철,"김남길,김태근,박철우,이은경,이재훈,김경란,김명환,박민재"
467,사막에서 연어낚시,2014-10-16,"148,868,500",0.00%,"148,868,500","19,630","19,630",92,"1,910",영국,영국,,"(주)나이너스엔터테인먼트,(유)영화사 화수분",12세이상관람가,드라마,라세 할스트롬,"이완 맥그리거,에밀리 블런트,크리스틴 스콧 토마스"
468,스페이스 독 2,2014-12-11,"121,383,600",0.00%,"121,383,600","19,445","19,445",108,715,러시아,러시아,,(주)지어소프트,전체관람가,"애니메이션,어드벤처,코미디,가족","이나 예블라니코바,알렉산더 크람초프,바딤 소츠코프",
469,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,"77,063,000",0.00%,"1,358,313,750","19,431","348,991",48,671,일본,일본,,(주)씨제이이엔엠,전체관람가,애니메이션,유야마 쿠니히코,"마츠모토 리카,오오타니 이쿠에,미야노 마모루"
470,테이크다운,2013-04-18,"135,780,500",0.00%,"135,780,500","19,415","19,415",138,"2,432",영국,"영국,미국",,(주)에스비에스콘텐츠허브,15세이상관람가,액션,에란 크리비,"제임스 맥어보이,마크 스트롱,안드레아 라이즈보로,제이슨 마자"
471,에코,2014-10-08,"140,447,100",0.00%,"140,447,100","19,356","19,356",154,"1,290",미국,미국,,"(주)박수엔터테인먼트,(주)필름오마쥬",전체관람가,"SF,어드벤처",데이브 그린,"테오 할름,아스트로,리스 하트위그,엘라 발슈테트"
472,셰임,2013-05-09,"146,352,400",0.00%,"146,352,400","19,305","19,305",34,"1,189",영국,영국,,㈜영화사 백두대간,청소년관람불가,드라마,스티브 맥퀸,"마이클 패스벤더,캐리 멀리건,제임스 뱃지 데일"
473,부도리의 꿈,2013-01-30,"123,582,500",0.00%,"123,787,500","18,940","18,981",117,"1,214",일본,일본,,(주)나이너스엔터테인먼트,전체관람가,애니메이션,스기이 기사부로,"오구리 슌,쿠츠나 시오리,에모토 아키라,엄상현,이완호"
474,로렌스 애니웨이,2013-12-19,"149,617,356",0.00%,"149,617,356","18,792","18,792",27,802,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,"멜로/로맨스,드라마",자비에 돌란,"멜빌 푸포,수잔 클레망"
475,홀리 모터스,2013-04-04,"145,495,400",0.00%,"151,040,400","18,764","19,442",36,"1,148",프랑스,"프랑스,독일",,"(주)영화사 안다미로,오드",청소년관람불가,드라마,레오스 카락스,"드니 라방,에바 멘데스,카일리 미노그,에디뜨 스콥,미셸 피콜리"
476,빌리 엘리어트 뮤지컬 라이브,2014-11-27,"341,114,000",0.00%,"341,114,000","18,615","18,615",37,637,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"뮤지컬,공연",스티븐 달드리,"엘리엇 한나,루시에 헨쉘,데카 웜슬리"
477,비포 : 치즈와 초콜릿을 찾아서,2014-07-10,"123,727,000",0.00%,"123,727,000","18,310","18,310",90,766,이스라엘,이스라엘,,(주)영화사 빅,전체관람가,"애니메이션,어드벤처",이도 엔젤,
478,이별계약,2013-06-20,"131,141,000",0.00%,"131,141,000","18,301","18,301",64,"1,355",한국,"한국,중국",(주)씨제이이엔엠,(주)씨제이이엔엠,12세이상관람가,"멜로/로맨스,드라마",오기환,"펑위옌,백백하,장경부,오패자,최한기"
479,이디야와 얼음왕국의 전설,2014-02-27,"119,493,200",0.00%,"119,493,200","18,179","18,179",136,987,캐나다,캐나다,,(주)미디어데이,전체관람가,"애니메이션,어드벤처",낸시 플로렌스 사바드,"장민혁,윤세웅,최정현"
479,퍼펙트,2013-09-25,"118,503,500",0.00%,"118,503,500","18,179","18,179",136,"2,241",미국,미국,,(주)마인스 엔터테인먼트,청소년관람불가,"액션,범죄,드라마",닐스 아르덴 오플레브,"콜린 파렐,테렌스 하워드,누미 라파스,도미닉 쿠퍼,이자벨 위페르"
481,스톤,2014-06-12,"121,122,400",0.00%,"121,122,400","18,061","18,061",148,"1,892",한국,한국,(주)샤인픽쳐스,씨너스엔터테인먼트(주),15세이상관람가,"액션,드라마",조세래,"조동인,김뢰하,박원상,강경래,강나연,박효준,신나라,정광수,조세래,최종태,이민영,이상문,하재민,허준석,이아영,김남호,황성우,박민규,손종학,백승철,조민준,최정현,한이진"
482,본타: 땅콩왕국의 전설,2014-10-30,"127,508,200",0.00%,"127,508,200","18,022","18,022",179,933,중국,중국,,(주)팝엔터테인먼트,전체관람가,애니메이션,레오 리,
483,캡틴 하록,2014-01-16,"134,005,500",0.00%,"134,005,500","17,977","17,977",120,"1,108",일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,어드벤처,SF",아라마키 신지,"류승룡,오구리 슌"
484,잉투기,2013-11-14,"128,576,600",0.00%,"128,576,600","17,909","17,909",95,"2,530",한국,한국,한국영화아카데미,CGV아트하우스,15세이상관람가,"액션,드라마",엄태화,"엄태구,류혜영,권율,배범식,백승진,성스러운,송아미,오수빈,유영선,유원상,이규봉,이영상,이우람,이자연,김승곤,정수련,조슬예,조아라,박준영,박헌수,황선영,홍석재,박소담,김준배,길해연,송지인,오희준,윤금선아,차청화,김희상,이수민"
485,더 테너 리리코 스핀토,2014-12-31,"131,364,200",0.00%,"131,364,200","17,870","17,870",185,535,한국,한국,(주)모인그룹,"(주)박수엔터테인먼트,(주)모인그룹",12세이상관람가,드라마,김상만,"유지태,차예련,이세야 유스케,김기현"
486,인 더 하우스,2013-07-04,"129,327,000",0.00%,"129,327,000","17,757","17,757",25,762,프랑스,프랑스,,찬란,15세이상관람가,"스릴러,드라마",프랑수아 오종,"파브리스 루치니,크리스틴 스콧 토마스,에른스트 움하우어,엠마누엘 자이그너"
487,밀리언 웨이즈,2014-06-12,"135,460,300",0.00%,"135,460,300","17,546","17,546",194,"2,720",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디,세스 맥팔레인,"세스 맥팔레인,샤를리즈 테론,아만다 사이프리드,리암 니슨"
488,위험한 패밀리,2014-01-22,"98,410,500",0.00%,"98,410,500","17,539","17,539",130,"1,551",미국,"미국,프랑스",,(주)프레인글로벌,청소년관람불가,"코미디,범죄,스릴러",뤽 베송,"로버트 드 니로,미셀 파이퍼,토미 리 존스,다이아나 애그론"
489,혼스,2014-11-27,"137,324,715",0.00%,"137,324,715","17,535","17,535",166,"2,208",미국,미국,,(주)팝엔터테인먼트,청소년관람불가,"판타지,스릴러",알렉산더 아야,"다니엘 래드클리프,주노 템플"
490,타이치0 3D,2013-07-04,"120,385,000",0.00%,"120,385,000","17,480","17,480",116,"1,509",홍콩,홍콩,,(주)영화사 빅,12세이상관람가,"코미디,액션",풍덕륜,"원효초,안젤라 베이비,펑위옌,양가휘,오언조"
491,호비와 쿠우의 어드벤처 : 고래의 노래,2014-06-12,"116,468,000",0.00%,"116,468,000","17,450","17,450",54,"1,010",일본,일본,,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",전체관람가,애니메이션,히라바야시 이사무,
492,엘리아스: 바다의 보물을 찾아라!,2014-10-23,"119,762,600",0.00%,"119,762,600","17,305","17,305",199,"1,218",노르웨이,노르웨이,,(주)마인스 엔터테인먼트,전체관람가,"애니메이션,어드벤처",리스 오스볼,
493,앤젤스 셰어: 천사를 위한 위스키,2013-05-16,"135,331,671",0.00%,"139,737,671","17,257","17,776",23,796,영국,"영국,프랑스",,(주)티캐스트,15세이상관람가,"코미디,드라마",켄 로치,"폴 프래니건,존 헨쇼,로저 알람,윌리엄 루에인"
494,월플라워,2013-04-11,"122,706,700",0.00%,"122,706,700","17,205","17,205",28,984,미국,미국,,데이지엔터테인먼트,15세이상관람가,드라마,스티븐 크보스키,"엠마 왓슨,로건 레먼,이즈라 밀러"
495,미스터 노바디,2013-10-24,"127,102,500",0.00%,"127,102,500","16,985","16,985",24,"1,033",캐나다,"캐나다,벨기에,프랑스,독일",,"(주)영화사 안다미로,(주)팝엔터테인먼트",15세이상관람가,"판타지,멜로/로맨스",자코 반 도마엘,"자레드 레토,사라 폴리,다이앤 크루거"
496,프라이버시,2014-03-20,"122,664,928",0.00%,"122,664,928","16,936","16,936",165,"2,147",영국,"영국,미국",,(주)인벤트스톤,15세이상관람가,스릴러,존 크로울리,"에릭 바나,레베카 홀,짐 브로드벤트,시아란 힌즈,리즈 아메드,리 아스퀴스-코"
497,터치 오브 라이트,2013-03-14,"110,604,024",0.00%,"110,604,024","16,897","16,897",128,"1,795",대만,대만,,씨너스엔터테인먼트(주),전체관람가,드라마,장영치,"장용용,황유상,이열"
498,명왕성,2013-07-11,"114,721,500",0.00%,"114,721,500","16,863","16,863",78,"1,653",한국,한국,"(주)에스에이치필름,준필름",(주)싸이더스,15세이상관람가,"드라마,스릴러",신수원,"이다윗,성준,김꽃비,김권,류경수,선주아,남태부,길해연,황정민,박현영,한솔,한창훈,황성규,조성하,박해준"
499,산타바바라,2014-07-16,"125,565,919",0.00%,"125,565,919","16,626","16,626",101,"1,733",한국,"한국,미국",(주)영화사 조제,(주)나이너스엔터테인먼트,15세이상관람가,"멜로/로맨스,드라마",조성규,"이상윤,윤진서,이솜,서범석,신동미,정미라,정여은,강유현,차수민,이덕화,이석현,이선영,이시연,이재영,이지수,박은주,이지수,신유경,김상석,김용진,김은성,김정은,김태우,박해일,백현진,차영남"
500,오드토머스,2014-08-27,"123,233,800",0.00%,"123,233,800","16,555","16,555",165,"2,118",미국,미국,,(주)영화사 빅,15세이상관람가,"액션,스릴러,SF,미스터리",스티븐 소머즈,"안톤 옐친,윌렘 데포"
501,가구야공주 이야기,2014-06-04,"125,582,300",0.00%,"125,582,300","16,439","16,439",77,994,일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,드라마,판타지",다카하타 이사오,
502,베이트,2013-08-08,"108,522,500",0.00%,"108,522,500","16,091","16,091",59,849,호주,호주,,(주)팝파트너스,15세이상관람가,공포(호러),킴블 렌달,"자비에르 사무엘,샤니 빈슨"
503,로코왕국의 전설: 엘프킹을 찾아서,2014-06-26,"107,159,100",0.00%,"107,159,100","16,070","16,070",178,"1,026",중국,중국,,"(주)마인스 엔터테인먼트,(유)영화사 화수분",전체관람가,"애니메이션,액션,어드벤처",위성준,"이선호,배정미,임주현"
504,모스트 원티드 맨,2014-08-07,"128,156,100",0.00%,"128,156,100","15,785","15,785",27,603,영국,"영국,미국,독일",,"(주)드림웨스트픽쳐스,(주)인벤트스톤",청소년관람불가,"스릴러,드라마",안톤 코르빈,"필립 세이모어 호프만,레이첼 맥아담스,윌렘 데포,로빈 라이트"
505,메멘토,2001-08-24,"123,885,000",0.00%,"124,812,000","15,772","15,906",67,892,미국,미국,,"(주)디스테이션,(주)팝엔터테인먼트","15세관람가,15세이상관람가","미스터리,범죄,스릴러",크리스토퍼 놀란,"가이 피어스,캐리 앤 모스,조 판톨리아노"
506,물랑루즈,2001-10-26,"113,619,655",0.00%,"113,619,655","15,684","15,684",43,"1,087",미국,미국,,"(주)프레인글로벌,이십세기폭스필름코퍼레이션",15세관람가,"멜로/로맨스,뮤지컬",바즈 루어만,"이완 맥그리거,니콜 키드먼,존 레귀자모"
507,웨스턴 리벤지,2014-10-30,"119,414,000",0.00%,"119,414,000","15,671","15,671",117,"1,933",덴마크,"덴마크,영국,남아프리카공화국",,(주)영화사 빅,청소년관람불가,"액션,서부극(웨스턴)",크리스티안 레브링,"매즈 미켈슨,에바 그린"
508,로얄 어페어,2012-12-27,"119,625,100",0.00%,"159,137,600","15,552","20,545",20,772,덴마크,"덴마크,스웨덴,독일,체코",,(주)화인픽쳐스,청소년관람불가,"멜로/로맨스,드라마",니콜라이 아르셀,"알리시아 비칸데르,매즈 미켈슨,미켈 보엘 폴스라르,다비드 덴칙"
509,아무도 머물지 않았다,2013-12-26,"117,038,500",0.00%,"117,038,500","15,519","15,519",27,779,프랑스,"프랑스,이탈리아",,(주)씨에이씨엔터테인먼트,15세이상관람가,"드라마,미스터리",아쉬가르 파라디,"베레니스 베조,타하르 라힘,알리 모사파"
510,행복한 사전,2014-02-20,"121,268,600",0.00%,"121,268,600","15,498","15,498",25,719,일본,일본,,씨네그루(주)다우기술,전체관람가,"드라마,코미디",이시이 유야,"마츠다 류헤이,미야자키 아오이,오다기리 조,와타나베 미사코,이케와키 치즈루"
