■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2015-01-01~2016-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1667,피나,2012-08-30,"7,815,000",0.00%,"444,205,500",620,"24,569",1,39,독일,"독일,프랑스,영국",,㈜영화사 백두대간,전체관람가,다큐멘터리,빔 벤더스,피나 바우쉬
1668,남과 여,1979-10-03,"1,815,000",0.00%,"9,027,000",619,"3,803",1,10,프랑스,프랑스,르 필름즈 13,,미성년자관람불가,"드라마,멜로/로맨스",끌로드 를르슈,"아누크 에메,장-루이 트린티냥"
1669,상록수,1961-09-20,"1,232,000",0.00%,"4,368,000",616,"2,174",1,9,한국,한국,신필름,,기타,드라마,신상옥,"허장강,최은희"
1669,수상한 언니들,2016-03-03,"3,333,000",0.00%,"3,333,000",616,616,21,27,한국,한국,(주)인터하우스,(주)투한미디어,청소년관람불가,"멜로/로맨스,코미디",노진수,"고원,이채담,김청순,박인수,노진수"
1669,실버라이닝 플레이북,2013-02-14,"4,835,500",0.00%,"955,954,500",616,"127,970",13,36,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디,드라마",데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로"
1672,헐리우드 고전 컬렉션,,"1,235,000",0.00%,"1,905,000",615,722,1,20,미국,미국,,,,기타,,
1673,뮤지컬 42번가,,"1,229,000",0.00%,"1,839,000",613,913,1,20,미국,미국,,,,"뮤지컬,멜로/로맨스,드라마",로이드 베이컨,
1674,아스타 라 비스타,2015-11-19,"3,788,300",0.00%,"3,788,300",612,612,7,75,벨기에,벨기에,,㈜인디스토리,15세이상관람가,드라마,제프리 엔트호벤,"질 드 슈리이버,로브레히 반덴 토렌,톰 오데나에르"
1675,트루스 어바웃 엠마누엘,2015-09-17,"4,632,500",0.00%,"4,632,500",611,611,9,101,미국,미국,,(주)유로커뮤니케이션,15세이상관람가,"드라마,스릴러",프란체스카 그레고리니,"카야 스코델라리오,제시카 비엘,알프리드 몰리나,프란시스 오코너"
1676,구봉서의 벼락부자,,"1,226,000",0.00%,"3,319,000",610,"1,654",1,12,한국,한국,,,,"드라마,코미디",김수용,"구봉서,김희갑,도금봉"
1676,시집 가는 날,,"1,220,000",0.00%,"1,220,000",610,610,1,11,한국,한국,(주)화천공사,,전체관람가,"드라마,사극",김응천,"김진해,강주희,김정훈,이옥미,김지영"
1678,만추,1982-02-28,"1,557,000",0.00%,"2,855,000",609,"1,239",1,18,한국,한국,(주)동아수출공사,,연소자관람불가,"드라마,멜로/로맨스",김수용,"정동환,김혜자"
1679,엔젤 앤 배드맨,,"1,824,000",0.00%,"1,824,000",608,608,1,14,미국,미국,,,,"서부극(웨스턴),멜로/로맨스",제임스 에드워드 그랜트,"존 웨인,게일 러셀"
1679,제3의 사나이,2008-08-09,"1,216,000",0.00%,"3,131,000",608,"1,224",1,12,미국,미국,,,15세관람가,"미스터리,스릴러",캐롤 리드,조셉 코튼
1681,안녕?! 오케스트라,2013-11-28,"4,819,000",0.00%,"97,099,500",605,"15,370",1,3,한국,한국,"(주)MBC,(주)꿈꾸는 오아시스,센미디어",(주)영화사 진진,전체관람가,"다큐멘터리,공연",이철하,리처드 용재 오닐
1681,전망 좋은 집 2,2015-05-27,"3,032,000",0.00%,"3,032,000",605,605,20,26,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"정시현,이수진,이승현,이은미"
1683,플랑크 상수,2015-04-30,"4,953,500",0.00%,"4,953,500",604,604,5,94,한국,한국,(주)영화사 조제,하준사,청소년관람불가,"드라마,판타지,코미디",조성규,"김재욱,김지유,진아름,백재호,안지혜,현지윤,이새별,김상석,차영남"
1683,혈투의 게곡,,"1,820,000",0.00%,"1,820,000",604,604,1,18,미국,미국,메트로-골드윈-마이어,,,"서부극(웨스턴),가족",리처드 소프,"버트 랭커스터,로버트 워커,조안나 드루,샐리 포레스트"
1685,꿈의 제인,2017-05-31,"4,489,500",0.00%,"4,489,500",602,602,2,7,한국,한국,영화사 서울집,"(주)엣나인필름,CGV아트하우스",청소년관람불가,드라마,조현훈,"이민지,구교환,이주영,박현영,조경아,이성민,김가희,박강섭,박경혜,이학주,이석형,윤부진"
1685,토이 스토리 3,2010-08-05,"4,558,000",0.00%,"14,323,896,600",602,"1,459,467",1,8,미국,미국,"픽사 애니메이션 스튜디오,월트디즈니 애니메이션 스튜디오",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"가족,코미디,판타지",리 언크리치,"톰 행크스,조앤 쿠삭"
1687,남편만 몰라요,2015-07-07,"2,995,000",0.00%,"2,995,000",601,601,20,20,한국,한국,(주)큰손엔터테인먼트,(주)더그레이트컴퍼니,청소년관람불가,"멜로/로맨스,코미디",고광현,"최선미,황호상,문주연"
1688,비는 행운을 싣고,,"1,797,000",0.00%,"2,736,000",599,"1,144",1,15,미국,미국,,,,"멜로/로맨스,서부극(웨스턴),스릴러",조셉 안소니,"버트 랭커스터,캐서린 헵번,웬델 코리,로이드 브리지스,얼 홀리만"
1688,안젤리크,2016-01-28,"3,096,000",0.00%,"3,096,000",599,599,5,73,프랑스,프랑스,,(주)더블앤조이픽쳐스,청소년관람불가,"드라마,사극,멜로/로맨스",아리엘 제이통,"노라 아르네제더,제라르 랑방"
1690,엘렉트라,2016-11-05,"13,171,500",0.00%,"13,171,500",597,597,6,45,미국,미국,,(주) 인스터 글로벌,12세이상관람가,공연,,
1690,폭력의 법칙: 나쁜 피 두 번째 이야기,2016-10-20,"4,578,000",0.00%,"4,578,000",597,597,10,69,한국,한국,(주)키노크러시,(주)영화사 안다미로,청소년관람불가,드라마,강효진,"김영무,한여울,김영용,이풍운,박지선,서승원,이동진,이성환,이신우,최민영,최영근,한석호,서승원"
1690,표류도,1960-12-17,"1,194,000",0.00%,"1,194,000",597,597,1,9,한국,한국,,,,멜로/로맨스,권영순,"문정숙,김진규"
1693,4월 이야기,2000-04-08,"5,243,000",0.00%,"36,911,000",596,"5,040",2,25,일본,일본,록웰아이즈 (ロックウェルアイズ),(주)팝파트너스,"12세이상관람가,12세관람가","멜로/로맨스,드라마",이와이 슌지,"마츠 다카코,후지이 카오리"
1694,하나와 앨리스,2004-11-17,"5,145,000",0.00%,"589,684,000",591,"92,840",1,11,일본,일본,록웰아이즈 (ロックウェルアイズ),"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)",12세관람가,드라마,이와이 슌지,"아오이 유우,스즈키 안"
1695,스파르타쿠스,,"1,180,000",0.00%,"2,340,000",590,"1,170",1,9,미국,미국,,,15세이상관람가,"드라마,멜로/로맨스,액션,전쟁",스탠리 큐브릭,"커크 더글라스,로렌스 올리비에"
1696,착한 처제,2015-11-19,"3,723,000",0.00%,"3,723,000",588,588,19,82,한국,한국,"쟈비스미디어,PK미디어크레이티브",쟈비스미디어,청소년관람불가,드라마,강훈,"강성필,장혜영"
1697,그들은 희생양이다,,"1,758,000",0.00%,"1,944,000",586,626,1,12,미국,미국,,,,전쟁,존 포드,"로버트 몽고메리,존 웨인,도날드 커티스"
1698,일분만 더,2015-04-09,"4,243,000",0.00%,"4,243,000",584,584,15,133,대만,"대만,일본",,"성길시네마,아이제이미디어(주)",15세이상관람가,멜로/로맨스,진혜령,"하윤동,장균녕,정춘성"
1699,돈,1950-03-09,"1,166,000",0.00%,"1,166,000",583,583,1,8,한국,한국,김프로덕션,,,"드라마,범죄",김소동,"김승호,최남현,최은희,김진규"
1699,라 트라비아타,2013-07-06,"13,349,500",0.00%,"110,964,000",583,"4,580",6,57,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,후고 데 아나,
1699,킬리만자로의 눈,,"1,189,000",0.00%,"14,186,000",583,"7,060",1,19,미국,미국,,,,"드라마,멜로/로맨스",헨리 킹,"그레고리 펙,에바 가드너,수잔 헤이워드"
1702,검은 태양은 밝아온다,,"1,321,000",0.00%,"1,824,000",582,663,1,17,미국,미국,워너 브러더스 픽쳐스,,,"멜로/로맨스,드라마",라울 월쉬,"클라크 게이블,이본느 드 카를로,시드니 포이티어,에프렘 짐밸리스트 주니어"
1702,발레뤼스,2016-11-16,"9,937,000",0.00%,"9,937,000",582,582,12,79,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,벨로 판,
1704,너는 내 운명,2005-09-23,"1,286,000",0.00%,"17,655,244,500",581,"2,701,851",1,17,한국,한국,(주)영화사봄,CJ ENM,18세관람가,멜로/로맨스,박진표,"전도연,황정민,나문희,서주희,윤제문,김상호,이민아,임종윤,신수현,정광재,박명규,정영헌,김수연,이경아,이규복,한지원,이미소,고수희,박진우,김학선,오정세,김광규,김부선,정유석,유지연,류승수,김정영,손경원"
1704,맹진사댁 경사,,"1,146,000",0.00%,"6,390,000",581,"3,203",1,19,,,,,,,이용민,
1706,홀리 모터스,2013-04-04,"5,395,200",0.00%,"156,435,600",580,"20,022",3,12,프랑스,"프랑스,독일",,"(주)영화사 안다미로,오드",청소년관람불가,드라마,레오스 카락스,"드니 라방,에바 멘데스,카일리 미노그,에디뜨 스콥,미셸 피콜리"
1707,데싸우 댄서스,2015-12-24,"4,179,000",0.00%,"4,179,000",579,579,9,84,독일,독일,,(주)유로커뮤니케이션,15세이상관람가,코미디,장 마틴 샤프,"고르돈 캐머러,소냐 게하르트,올리버 코니츠니,세바스티안 예거"
1708,다이애나,2014-03-06,"1,743,000",0.00%,"417,930,100",577,"59,243",1,12,영국,"영국,프랑스,스웨덴,벨기에",,(주)영화사 빅,15세이상관람가,"드라마,멜로/로맨스",올리버 히르비겔,"나오미 왓츠,나빈 앤드류스,더글라스 홋지,줄리엣 스티븐슨,마이클 바인,카스 앤바"
1709,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,"2,920,000",0.00%,"224,042,200",576,"34,481",2,43,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",이달투,전체관람가,애니메이션,"안재훈,한혜진","장광,엄상현,류현경,강은탁"
1709,피크닉,,"1,157,000",0.00%,"13,250,000",576,"6,575",1,12,미국,미국,콜럼비아 픽쳐스 코포레이션,,12세관람가,"드라마,멜로/로맨스",조슈아 로건,"윌리엄 홀든,킴 노박"
1711,위대한 유산,2015-03-12,"9,252,000",0.00%,"9,252,000",574,574,5,50,영국,영국,,(주)케빈앤컴퍼니,12세이상관람가,"공연,드라마",그라함 맥라렌,크리스토퍼 엘리슨
1712,개인교수: 심화학습,2016-02-18,"3,688,000",0.00%,"3,688,000",571,571,20,46,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",정태령,"허예창,이윤희,이언수"
1713,로미오와 줄리엣,1996-12-28,"4,212,400",0.00%,"89,043,900",569,"13,248",4,37,미국,미국,,"이십세기폭스코리아(주),(주)프레인글로벌",고등학생이상관람가,"멜로/로맨스,액션,드라마",바즈 루어만,"레오나르도 디카프리오,클레어 데인즈"
1713,맛2,2015-09-02,"2,852,000",0.00%,"2,852,000",569,569,20,26,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"이은미,이은미"
1713,세 번째 사랑,2012-01-12,"1,715,000",0.00%,"84,274,000",569,"11,025",1,12,캐나다,"캐나다,이탈리아",,주식회사 마운틴픽쳐스,청소년관람불가,"멜로/로맨스,드라마",리처드 J. 루이스,"폴 지아마티,로자문드 파이크,더스틴 호프만"
1713,타이페이 카페 스토리,2011-07-07,"3,948,500",0.00%,"82,331,400",569,"10,847",25,148,대만,대만,,찬란,전체관람가,"드라마,멜로/로맨스",샤오 야 췐,"임진희,계륜미"
1717,고백,2015-08-20,"2,847,000",0.00%,"2,847,000",568,568,20,26,한국,한국,"이글루픽쳐스,(주)오이필름",(주)더그레이트컴퍼니,청소년관람불가,"미스터리,기타",정영배,"김영호,윤인조,최철호,추소영,전용재,고봉성,안승원,안태랑"
1717,이바라키의 여름,2015-08-06,"3,711,500",0.00%,"3,711,500",568,568,5,50,한국,한국,부산MBC,(주)씨에이씨엔터테인먼트,전체관람가,다큐멘터리,전성호,"김가나,김성화,김시유,김혜령,양태열,양혜정,이승언"
1719,동거의 목적,2016-03-31,"2,945,000",0.00%,"2,945,000",566,566,20,40,한국,한국,(주)씨네토리,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,조성우,"주예빈,박하얀,제동화,이강연,김종인"
1719,명장,2008-01-30,"1,714,000",0.00%,"2,543,247,500",566,"380,515",1,12,중국,중국,,"롯데쇼핑㈜롯데엔터테인먼트,미디어소프트",청소년관람불가,"액션,전쟁",진가신,"이연걸,유덕화"
1719,이 생명 다하도록,,"1,132,000",0.00%,"6,804,000",566,"3,397",1,9,한국,한국,,,,드라마,신상옥,"김진규,김혜정,최은희,윤정란"
1722,알라바마 이야기,,"1,128,000",0.00%,"7,005,000",564,"3,201",1,12,미국,미국,,,,드라마,로버트 멀리건,그레고리 펙
1723,니나 포에버,2016-10-20,"4,038,500",0.00%,"4,038,500",563,563,27,189,영국,영국,,"글뫼 주식회사,(주)퍼스트런",청소년관람불가,"멜로/로맨스,코미디,공포(호러)","벤 블레인,크리스 블레인","피오나 오쇼너시,데이빗 트로튼"
1724,메멘토,2001-08-24,"4,618,800",0.00%,"129,430,800",562,"16,468",2,6,미국,미국,,"(주)디스테이션,(주)팝엔터테인먼트","15세관람가,15세이상관람가","미스터리,범죄,스릴러",크리스토퍼 놀란,"가이 피어스,캐리 앤 모스,조 판톨리아노"
1724,용주골,2015-11-19,"2,823,000",0.00%,"2,823,000",562,562,20,65,한국,한국,핵존슨,에이라인,청소년관람불가,"드라마,멜로/로맨스",최우성,"민도윤,이채담,진서현,이서현,김민호"
1724,칸 국제광고제 서울페스티벌 1부 - 30초의 스토리 77편,,"5,620,000",0.00%,"5,620,000",562,562,1,17,기타,기타,,,,기타,,
1727,착한 여비서의 목적,2016-05-20,"2,889,000",0.00%,"2,889,000",561,561,20,22,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김효재,"김도희,정원"
1728,공동경비구역 JSA,2000-09-08,"4,251,200",0.00%,"5,013,200",559,675,7,89,한국,한국,(주)명필름,CJ ENM,15세관람가,"드라마,미스터리",박찬욱,"송강호,이병헌,이영애,신하균,김태우,김광일,이종용,이대연,김명수,이한위,기주봉,원근희"
1728,관음증,2016-02-25,"2,926,000",0.00%,"2,926,000",559,559,20,33,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,이상빈,"이윤선,공대유,노수람,이기웅,아오이 츠카사,이주명,박정근,박효진,신재훈,우수정,이단비,이윤선"
1730,날으는 해병대,,"1,676,000",0.00%,"1,676,000",558,558,1,8,미국,미국,,,,"액션,전쟁",니콜라스 레이,"존 웨인,로버트 라이언"
1730,블레이드 러너: 파이널 컷,1993-05-08,"3,994,233",0.00%,"3,994,233",558,558,1,3,미국,미국,,주식회사 해리슨앤컴퍼니,"고등학생이상관람가,15세이상관람가","SF,드라마",리들리 스콧,"해리슨 포드,룻거 하우어"
1732,럭키 루크: 전설의 무법자,2016-05-05,"2,816,000",0.00%,"2,816,000",557,557,5,17,프랑스,프랑스,,(주)소나무픽쳐스,15세이상관람가,"어드벤처,코미디,서부극(웨스턴)",제임스 허스,
1732,반항,,"1,671,000",0.00%,"1,671,000",557,557,1,15,미국,미국,,,,"드라마,범죄",줄스 다신,"버트 랭커스터,흄 크로닌,찰스 빅포드,이본느 드 카를로,앤 블리스,엘라 레인스"
1732,살인자들,,"1,683,000",0.00%,"1,683,000",557,557,1,15,미국,미국,,,,"범죄,드라마",로버트 시오드막,"버트 랭카스터,에바 가드너"
1735,삼등과장,,"1,093,000",0.00%,"1,093,000",556,556,1,9,한국,한국,,,,"코미디,멜로/로맨스,드라마",이봉래,"김승호,도금봉,황정순,김희갑"
1735,젊은 엄마 4,2016-04-28,"2,859,000",0.00%,"2,859,000",556,556,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김효재,"수지,박초현,아리"
1735,청춘학당2 기생난입야사,2016-03-03,"3,313,000",0.00%,"3,313,000",556,556,20,49,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,"코미디,드라마",김대성,"전현수,지은서"
1738,감금의 시간,2015-12-03,"3,310,000",0.00%,"3,310,000",555,555,20,49,한국,한국,마법사필름,마법사필름,청소년관람불가,"스릴러,드라마",김대성,"전유진,허동원,김윤재,이용주"
1739,영웅본색 2,1988-07-22,"4,462,500",0.00%,"16,849,000",553,"4,288",10,96,홍콩,홍콩,,(유)조이앤시네마,"고등학생이상관람가,15세이상관람가","액션,범죄",오우삼,"주윤발,장국영,적룡,석천"
1740,혈과사,,"1,104,000",0.00%,"1,622,000",552,811,1,18,미국,미국,,,,드라마,루벤 마물리안,"린다 다넬,타이론 파워,리타 헤이워드"
1741,색끈한 퓨전사극 심청야사,2015-12-17,"3,542,000",0.00%,"3,542,000",551,551,20,85,한국,한국,고구마콘텐츠허브(주),고구마콘텐츠허브(주),청소년관람불가,사극,강명진,"박성현,이상무"
1741,욜란타 & 푸른 수염의 성,2015-09-26,"13,431,000",0.00%,"13,431,000",551,551,3,44,미국,미국,,(주) 인스터 글로벌,12세이상관람가,공연,게리 할버슨,안나 네트렙코
1743,나폴리의 황금,,"1,658,000",0.00%,"1,658,000",550,550,1,10,이탈리아,이탈리아,,,,드라마,비토리오 데 시카,"소피아 로렌,실바나 망가노"
1743,노인과 바다,,"1,080,000",0.00%,"3,812,000",550,"1,916",1,16,미국,미국,,,전체관람가,"어드벤처,드라마",존 스터지스,스펜서 트레이시
1745,지지,,"1,096,000",0.00%,"2,124,000",548,"1,058",1,16,미국,미국,,,,"코미디,뮤지컬,멜로/로맨스",빈센트 미넬리,"레슬리 카론,모리스 슈발리에,루이스 주르당"
1746,바보선언,1984-03-01,"1,364,000",0.00%,"1,619,000",547,584,1,27,한국,한국,(주)화천공사,,연소자관람불가,드라마,이장호,"김명곤,김선미,이희성,이보희,김지영"
1747,아가씨와 건달들,1997-11-15,"1,092,000",0.00%,"9,911,000",546,"4,910",1,8,미국,미국,사무엘 골드윈 컴퍼니,,고등학생이상관람가,"코미디,뮤지컬,멜로/로맨스",조셉 L. 맨키위즈,"말론 브란도,진 시몬스"
1748,감각의 제국,2000-04-01,"3,845,000",0.00%,"4,379,000",545,653,2,12,일본,일본,"오시마 프로덕션즈,아르고스필름즈",패스21엔터테인먼트,18세관람가,"드라마,성인물(에로)",오시마 나기사,"나카지마 아오이,후지 타츠야,마츠다 에이코"
1748,스포찬 배틀 요괴 대결전,2016-06-23,"4,034,800",0.00%,"4,034,800",545,545,39,115,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,쿠보 히로시,
1750,죽음의 사막,,"1,629,000",0.00%,"1,839,000",543,587,1,15,미국,미국,메트로-골드윈-마이어,,,"서부극(웨스턴),드라마",존 포드,"존 웨인,페드로 아르멘다리즈,해리 캐리 주니어,워드 본드,매 마쉬"
1751,사랑의 변주곡,,"1,687,000",0.00%,"1,687,000",542,542,1,14,프랑스,"프랑스,이탈리아",,,,코미디,비토리오 데 시카,소피아 로렌
1752,007 제2편 : 위기일발,1973-09-21,"1,157,000",0.00%,"14,718,000",541,"7,258",1,18,영국,영국,이온 프로덕션,,,"액션,어드벤처",테렌스 영,숀 코네리
1753,하프,2016-01-21,"4,166,700",0.00%,"4,166,700",538,538,10,114,한국,한국,"영화사 민들레,하트박스(주)",(주)인디플러그,청소년관람불가,드라마,김세연,"안용준,정유석,문세윤,송영규,조덕제,이재헌,박혜영,박효진,정동석,손지훈,이경철,김근영,김대현,이세랑,이양희,백인권,한이진,김기주"
1754,여고생,,"3,832,200",0.00%,"3,832,200",535,535,2,29,한국,한국,한국영화아카데미,,청소년관람불가,"드라마,가족",박근범,"공예지,고규필,이봉련,이성욱,박예영,박성연,이서환,최정인,최교식,류제승,한이진"
1755,뱀파이어,,"3,608,000",0.00%,"3,608,000",534,534,1,6,일본,일본,,(주)미디어캐슬,청소년관람불가,"드라마,공포(호러)",이와이 슌지,"케빈 지거스,케이샤 캐슬-휴즈,아오이 유우,레이첼 리 쿡"
1756,박서방,1960-10-05,"1,057,000",0.00%,"7,489,000",533,"3,692",1,12,한국,한국,,,12세이상관람가,"가족,드라마",강대진,"김진규,김혜정,황정순,엄앵란,윤정란"
1757,삼총사,,"1,067,000",0.00%,"2,032,000",531,"1,006",1,16,미국,미국,,,,"액션,스릴러,드라마",조지 시드니,"진 켈리,로버트 쿠테"
1758,이터너티,2017-05-18,"4,282,900",0.00%,"4,282,900",530,530,3,17,프랑스,프랑스,,(주)라이크콘텐츠,12세이상관람가,멜로/로맨스,트란 안 홍,"멜라니 로랑,오드리 토투,베레니스 베조,제레미 레니에,펠릭스 보쉬"
1759,내일까지 5분전,2015-04-16,"3,906,000",0.00%,"3,906,000",528,528,6,41,일본,"일본,중국",,㈜T-JOY,12세이상관람가,"미스터리,멜로/로맨스",유키사다 이사오,"미우라 하루마,류시시,장효전"
1759,오만과 편견,2006-03-24,"3,606,800",0.00%,"5,532,234,200",528,"885,183",1,13,미국,미국,워킹 타이틀 필름,UIP코리아,12세관람가,"멜로/로맨스,드라마",조 라이트,"키이라 나이틀리,매튜 맥퍼딘"
1761,강아지 삼총사,2015-12-18,"2,654,000",0.00%,"2,654,000",527,527,2,8,미국,미국,,썬택엔터테인먼트 주식회사,전체관람가,"애니메이션,어드벤처,가족",제시 바겟,"딘 케인,리차드 리엘"
1762,명탐정 필립,,"1,050,000",0.00%,"1,050,000",525,525,1,21,미국,미국,,,,"범죄,미스터리",하워드 혹스,"험프리 보가트,로렌 바콜"
1763,고시원,2015-10-30,"3,380,000",0.00%,"3,380,000",524,524,20,57,한국,한국,에이치케이 이엔엠,(주)로이테미디어,청소년관람불가,"멜로/로맨스,드라마",이영민,"김승민,강민우,이명재,우서현,김용운,김한규,손경원"
1764,스틸라이프,2007-06-14,"1,566,000",0.00%,"80,545,500",522,"12,053",1,17,홍콩,홍콩,,위드시네마,12세이상관람가,드라마,지아 장 커,"한 산밍,자오 타오"
1764,진짜로 일어날지도 몰라 기적,2011-12-22,"4,264,300",0.00%,"326,598,200",522,"42,171",1,24,일본,일본,,"(주)스튜디오 보난자,(주)미로비젼",전체관람가,드라마,고레에다 히로카즈,오다기리 조
1766,눈물의 여인,,"1,042,000",0.00%,"2,204,000",521,"1,102",1,11,한국,한국,,,,,최경옥,"남진,김지수"
1767,신이 보낸 사람,2014-02-13,"1,073,000",0.00%,"3,069,268,600",520,"424,778",1,24,한국,한국,주식회사 태풍코리아,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트",15세이상관람가,드라마,김진무,"김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,오산하,지용석,전국향,허지원,변상윤,양정인"
1767,엘비스와 대통령,2016-11-30,"3,660,500",0.00%,"3,660,500",520,520,18,116,미국,미국,,(주)우성엔터테인먼트,12세이상관람가,코미디,리자 존슨,"마이클 섀넌,케빈 스페이시"
1767,포장마차,2015-10-01,"2,617,000",0.00%,"2,617,000",520,520,20,59,한국,한국,㈜리필름,에이라인,청소년관람불가,"코미디,멜로/로맨스",최율권희,이채담
1770,5일의 마중,2014-10-08,"3,937,000",0.00%,"410,416,100",518,"54,843",1,40,중국,중국,,찬란,전체관람가,"멜로/로맨스,드라마",장예모,"공리,진도명"
1770,새폴더2,2015-10-23,"3,352,000",0.00%,"3,352,000",518,518,20,58,한국,한국,더사람픽쳐스,더사람픽쳐스,청소년관람불가,"드라마,코미디",황상원,"윤설희,권현정,최한,김만석,양선혜"
1770,유령,1999-07-31,"1,556,000",0.00%,"1,556,000",518,518,1,25,한국,한국,우노필름,일신창업투자,12세관람가,"액션,드라마",민병천,"최민수,정우성,윤주상,손병호,김영호,박길수,설경구,정은표,이철민,이황의,박충선,이양희,김응수"
1773,유부녀들,2015-10-14,"3,405,000",0.00%,"3,405,000",516,516,20,46,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"김소현,김하늘,이언수"
1773,젊은엄마 : 디 오리지널,2016-06-23,"2,670,000",0.00%,"2,670,000",516,516,20,39,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,정도수,"백슬비,오길재,김진래,강은하"
1773,태양 아래(해설판),2016-07-14,"3,578,000",0.00%,"3,578,000",516,516,3,75,체코,"체코,러시아,독일",,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,
1776,9월이 오면,,"1,026,000",0.00%,"25,636,000",513,"12,723",1,8,미국,미국,,,,"코미디,멜로/로맨스",로버트 멀리건,"록 허드슨,지나 롤로브리지다"
1776,대탈주,,"996,000",0.00%,"1,142,000",513,586,1,6,미국,미국,,,,"액션,전쟁",,
1776,미궁: 비밀애,2015-04-23,"2,642,000",0.00%,"2,642,000",513,513,20,47,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",조조 히데오,김민기
1779,미션: 톱스타를 훔쳐라,2015-09-03,"3,157,000",0.00%,"3,157,000",512,512,2,17,한국,한국,(주)영화사희망,(주)드림팩트엔터테인먼트,청소년관람불가,"액션,코미디,드라마",노병하,"오창석,정헌,김주리,윤아민,한상준,최제헌,진우진,박영준,박동빈,송지인,박태산"
1780,머나먼 서부,,"1,003,000",0.00%,"1,003,000",511,511,1,8,미국,미국,,,,"서부극(웨스턴),멜로/로맨스",안소니 만,"제임스 스튜어트,루스 로만"
1781,종각,,"1,016,000",0.00%,"1,016,000",508,508,1,10,한국,한국,,,,드라마,양주남,"허장강,장민호"
1782,조디악,2007-08-15,"3,900,000",0.00%,"1,134,477,500",507,"172,846",1,3,미국,미국,"워너 브러더스 픽쳐스,파라마운트 픽쳐스",워너브러더스 코리아(주),15세이상관람가,"범죄,드라마,스릴러",데이빗 핀처,"제이크 질렌할,마크 러팔로,로버트 다우니 주니어,안소니 에드워즈,브라이언 콕스,찰스 플라이셔"
1783,루키노 비스콘티 회고전,2007-12-07,"3,568,000",0.00%,"9,153,000",506,"1,343",1,7,기타,기타,,,,기타,,
1784,자유 결혼,1958-10-14,"998,000",0.00%,"2,005,000",505,888,1,24,한국,한국,동아영화사,,12세이상관람가,코미디,이병일,"최은희,이민자"
1785,세 가지 색: 레드,1994-09-17,"3,683,000",0.00%,"3,683,000",504,504,1,14,프랑스,프랑스,엠케이투 프로덕션즈,(주)영화사 안다미로,연소자관람불가,드라마,크지슈토프 키에슬로프스키,"장-루이 트린티냥,이렌느 야곱"
1785,소중한 사람,2011-09-21,"1,010,000",0.00%,"27,695,000",504,"6,919",1,18,일본,일본,,(주)영화사조아,전체관람가,드라마,마츠이 히사코,"하라다 미에코,요시유키 카즈코"
