■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-01-01~2018-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
2003,다가오는 것들,2016-09-29,"3,573,000",0.00%,"262,704,834",442,"32,797",1,4,프랑스,프랑스,,찬란,15세이상관람가,드라마,미아 한센-로브,"이자벨 위페르,에디뜨 스콥"
2003,독일 영년,,"988,000",0.00%,"988,000",442,442,1,21,이탈리아,이탈리아,,,12세관람가,드라마,로베르토 로셀리니,에드문트 모에츠케
2003,로드 투 로마,2017-12-14,"2,589,000",0.00%,"2,589,000",442,442,5,54,미국,"미국,스페인,이탈리아",,(주)티앤엘엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",엘라 렘하겐,"사라 제시카 파커,라울 보바,로지 데이,클라우디아 카르디날레"
2003,멀리있는 그대와 가까이 있는 당신에게,,"2,210,000",0.00%,"2,210,000",442,442,1,5,한국,한국,,,,다큐멘터리,안현준,
2003,코만체로스,,"851,000",0.00%,"4,402,000",442,"2,004",1,12,미국,미국,,,,"액션,서부극(웨스턴)",마이클 커티즈,"존 웨인,스튜어트 휘트먼"
2008,보이 앤 더 월드,2016-08-04,"2,200,000",0.00%,"6,729,050",440,"1,311",1,4,브라질,브라질,,㈜영화사 백두대간,12세이상관람가,애니메이션,알레 아브레우,
2008,인디언 파이터,,"910,000",0.00%,"1,708,000",440,856,1,9,미국,미국,,,,서부극(웨스턴),안드레 드 토스,"커크 더글라스,엘사 마티넬리"
2010,SIFF2018-통일기획전 2,,"3,067,000",0.00%,"3,067,000",439,439,3,5,한국,한국,,,,기타,,
2010,아임 낫 데어,2008-05-29,"3,581,800",0.00%,"183,029,300",439,"26,615",2,17,미국,"미국,독일",,(주)스폰지이엔티,15세이상관람가,드라마,토드 헤인즈,"케이트 블란쳇,벤 위쇼,크리스찬 베일,히스 레저"
2012,"416 프로젝트 ""공동의 기억: 트라우마""",,"2,192,500",0.00%,"2,192,500",437,437,3,17,한국,한국,,,,다큐멘터리,,
2013,친구엄마 2018,2018-12-04,"2,573,000",0.00%,"2,573,000",436,436,21,22,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진명,김지현
2013,폭풍의 언덕,,"913,000",0.00%,"15,692,000",436,"7,736",1,23,미국,미국,,,,드라마,윌리엄 와일러,"로렌스 올리비에,메를 오베론"
2015,고독한 영혼,,"1,973,000",0.00%,"2,319,000",434,508,1,14,미국,미국,,,,"드라마,미스터리",니콜라스 레이,"험프리 보가트,글로리아 그래햄"
2015,분홍신,,"1,429,000",0.00%,"7,608,000",434,"3,412",1,12,영국,영국,,,,드라마,마이클 파웰,"안톤 월브룩,마리우스 고링,모이라 시어러"
2017,즐거운 나의 집 101,,"2,176,000",0.00%,"2,507,000",433,501,2,6,한국,한국,,,,다큐멘터리,련,
2018,맥추,,"2,826,000",0.00%,"4,227,000",432,686,1,12,일본,일본,,,15세이상관람가,,오즈 야스지로,하라 세츠코
2018,우아한 거짓말,2014-03-13,"2,542,000",0.00%,"11,732,419,300",432,"1,619,871",1,3,한국,한국,"(주)유비유필름,(주)무비락",CGV아트하우스,12세이상관람가,드라마,이한,"김희애,고아성,김유정,김향기,유아인,강다영,강다정,박지영,박진수,선현철,장세영,오유진,정난희,조민영,조수정,이경원,이경원,이나현,이수경,한재훈,이승준,이은진,이재구,이재은,황은정,김민아,김민정,김영재,김지훈,김해일,김화목,박송해,송지인,김정영,박수영,천우희,한이진,정예녹,신정섭"
2018,일식,,"3,549,500",0.00%,"10,274,500",432,"3,145",1,9,이탈리아,"이탈리아,프랑스",,,,"멜로/로맨스,드라마",미켈란젤로 안토니오니,"모니카 비티,알랑 드롱,프란시스코 라발"
2021,동창회의 목적 3,2018-02-20,"2,290,000",0.00%,"2,290,000",431,431,20,22,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이도시,"김동규,김현진,이민욱,이수연,한상호"
2021,벨벳 골드마인,1999-08-28,"2,854,577",0.00%,"46,693,985",431,"5,933",1,10,영국,"영국,미국","채널4필름,골드윈필름,킬러 필름즈,미라맥스 필름즈,뉴마켓 캐피탈 그룹","(주)디스테이션,(주)엔케이컨텐츠","18세관람가,청소년관람불가","드라마,뮤지컬",토드 헤인즈,"이완 맥그리거,조나단 리스 마이어스,크리스찬 베일,토니 콜레뜨"
2021,정오의 출격,,"825,000",0.00%,"3,501,000",431,"1,769",1,15,,,,,,,,
2024,가스등,,"1,328,000",0.00%,"8,512,000",430,"3,962",1,9,미국,미국,,,,"스릴러,드라마",조지 쿠커,"찰스 보이어,잉그리드 버그만,조셉 코튼"
2024,천황군대는 진군한다,,"2,496,000",0.00%,"2,496,000",430,430,1,5,일본,일본,,,,다큐멘터리,하라 카즈오,
2024,콜리션,2017-03-30,"2,336,000",0.00%,"2,336,000",430,430,22,125,한국,한국,영화사 행성,THE 픽쳐스,청소년관람불가,"공포(호러),스릴러","이윤호,허서형","이승준,이익준,김범태,여이레,박태산,이루리,이승준"
2027,암굴왕,,"858,000",0.00%,"2,887,000",429,"1,441",1,17,한국,한국,,,,드라마,최인현,"남궁원,김지미,허장강"
2027,플래시 댄스,1983-09-21,"2,424,200",0.00%,"3,805,200",429,638,1,5,미국,미국,"폴리그램 필름드 엔터테인먼트,퍼시픽 쇼어 픽쳐스",,연소자관람불가,"드라마,멜로/로맨스,뮤지컬",애드리안 라인,"마이클 누리,카일 T. 헤프너,제니퍼 빌즈"
2029,노다지,,"852,000",0.00%,"6,632,000",426,"3,318",1,14,한국,한국,,,,드라마,정창화,"김승호,황해,엄앵란,허장강,윤정란"
2030,노 웨이 아웃,,"851,000",0.00%,"4,917,000",423,"2,435",1,19,미국,미국,,,,액션,조셉 L. 맨키위즈,"리차드 위드마크,린다 다넬,스티븐 맥널리"
2031,플레이타임,,"3,138,000",0.00%,"3,967,000",422,518,1,4,프랑스,"프랑스,이탈리아",,,전체관람가,코미디,자크 타티,리타 메이든
2031,할머니의 먼 집,2016-09-29,"914,000",0.00%,"27,860,900",422,"4,659",1,23,한국,한국,영화사 연필,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이소현,"박삼순,이소현,장춘옥,홍순영"
2033,MSFF2017 사랑에 관한 짧은 필름 4,,"2,521,000",0.00%,"2,521,000",421,421,1,3,한국,한국,,,,"멜로/로맨스,드라마",,
2034,검은 백조,,"840,000",0.00%,"4,144,000",420,"2,072",1,8,미국,미국,,,미정,"어드벤처,가족,멜로/로맨스",헨리 킹,"타이론 파워,모린 오하라,레어드 크레거"
2034,내일은 영원히,,"850,000",0.00%,"3,966,000",420,"1,968",1,12,멕시코,멕시코,,,,드라마,어빙 피첼,"오손 웰즈,클로데트 콜베트"
2034,베스트 오브 유스 1,,"2,105,000",0.00%,"3,314,500",420,707,1,3,이탈리아,이탈리아,,,,드라마,마르코 툴리오 지오다나,"루이지 로 카시오,아레시오 보니,아드리아나 아스티,야스민 트린카"
2037,대결,1971-01-20,"2,562,000",0.00%,"2,562,000",419,419,2,14,프랑스,"프랑스,이탈리아",,,,드라마,장 피에르 멜빌,"알랑 드롱,부르빌,지안 마리아 볼론테"
2038,부활,2016-03-17,"2,500,000",0.00%,"1,249,691,600",417,"176,539",1,4,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,케빈 레이놀즈,"조셉 파인즈,톰 펠튼"
2038,피안화,,"2,775,000",0.00%,"3,648,000",417,576,1,13,일본,일본,,,15세이상관람가,"드라마,코미디",오즈 야스지로,"사다 케이지,아리마 이네코,사부리 신"
2040,8월의 크리스마스,1998-01-24,"2,753,500",0.00%,"174,159,500",416,"24,978",1,15,한국,한국,(주)우노필름,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,"멜로/로맨스,드라마",허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
2041,수상한 그녀,2014-01-22,"2,088,000",0.00%,"62,716,096,849",415,"8,659,755",1,7,한국,한국,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",(주)씨제이이엔엠,15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기,이장유,하연주,박혜진,김남순,조혜선"
2042,2017 한국영화아카데미 33기 졸업영화제 - A,,"1,656,000",0.00%,"1,656,000",414,414,2,3,한국,한국,,,,기타,"곽승민,강한별,박상훈",
2042,2017 한국영화아카데미 33기 졸업영화제 - B,,"1,656,000",0.00%,"1,656,000",414,414,2,3,한국,한국,,,,기타,"배경헌,유수민,유지영",
2042,2017 한국영화아카데미 33기 졸업영화제 - C,,"1,656,000",0.00%,"1,656,000",414,414,2,3,한국,한국,,,,기타,"한가람,박인희,김영록,손예은",
2042,2017 한국영화아카데미 33기 졸업영화제 - D,,"1,656,000",0.00%,"1,656,000",414,414,1,3,한국,한국,,,,기타,"전희욱,송주성,박지은",
2046,안녕하세요,,"2,905,000",0.00%,"4,274,000",413,642,1,8,일본,일본,,,,기타,오즈 야스지로,"쿠가 요시코,사다 케이지"
2047,순수한 사람들,,"3,108,000",0.00%,"5,188,000",412,769,6,18,이탈리아,"이탈리아,프랑스",,,15세이상관람가,기타,,"로라 안토넬리,지안 카를로 지아니니,제니퍼 오닐"
2047,주디와 데이트,,"1,236,000",0.00%,"1,236,000",412,412,1,15,미국,미국,,,,멜로/로맨스,리처드 소프,"윌레스 비어리,엘리자베스 테일러"
2047,쳐다보지 마라,,"2,645,000",0.00%,"2,645,000",412,412,1,6,영국,"영국,이탈리아",,,,"미스터리,공포(호러)",니콜라스 로에그,"줄리 크리스티,도날드 서덜랜드,힐러리 매슨"
2050,반금련,1981-03-13,"1,070,000",0.00%,"3,456,000",411,"1,604",1,8,한국,한국,(주)동아수출공사,,연소자관람불가,"드라마,스릴러",김기영,"박정자,이화시,신성일"
2051,스테잉 버티컬,,"2,884,000",0.00%,"5,436,400",410,794,1,13,프랑스,프랑스,,,청소년관람불가,드라마,알랭 기로디,
2051,욕망의 상속자,,"1,200,000",0.00%,"1,200,000",410,410,1,11,미국,미국,,,,"범죄,드라마",존 크롬웰,"험프리 보가트,리자베스 스콧"
2053,돈 보더 투 노크,,"818,000",0.00%,"1,278,000",409,639,1,18,미국,미국,,,,"드라마,스릴러",로이 워드 베이커,"리차드 위드마크,마릴린 몬로"
2054,세븐,1995-11-11,"2,602,000",0.00%,"94,681,900",407,"12,396",1,10,미국,미국,뉴라인 시네마,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가","범죄,스릴러",데이빗 핀처,"브래드 피트,모건 프리먼,기네스 팰트로우"
2054,인생의 종착역,,"829,000",0.00%,"829,000",407,407,1,8,미국,미국,이십세기폭스필름코퍼레이션,,,"코미디,드라마","헨리 해서웨이,하워드 혹스,헨리 킹,헨리 코스터,진 네글레스코","프레드 알렌,앤 박스터,지네 크레인,팔리 그레인저,찰스 로튼,오스카 레번,마릴린 몬로,프레드 알렌"
2056,줄리어스 시저,,"881,000",0.00%,"7,688,000",405,"3,727",1,18,미국,미국,,,,드라마,조셉 L. 맨키위즈,"말론 브란도,존 길거드,제임스 메이슨"
2057,부르주아의 은밀한 매력,,"3,575,000",0.00%,"6,169,000",404,853,1,4,프랑스,"프랑스,스페인",,,,코미디,루이스 브뉘엘,"페르난도 레이,폴 프랭코,델핀 세이릭,뷜 오지에,스테판 오드랑,장 피에르 카셀"
2057,톰과 릴리: 그들만의 공간,2017-01-25,"3,194,500",0.00%,"3,194,500",404,404,7,82,미국,미국,,C 무비,12세이상관람가,드라마,제임스 최,"메릭 로빈슨,엘리자베스 스텐홀트"
2059,백야의 탈출,,"834,000",0.00%,"3,450,000",403,"1,275",1,9,미국,미국,,,,"어드벤처,드라마",윌리엄 A. 웰만,"존 웨인,로이드 놀랜"
2059,자백,2016-10-13,"3,095,000",0.00%,"1,131,483,200",403,"144,051",3,15,한국,한국,한국탐사저널리즘센터,(주)엣나인필름,15세이상관람가,다큐멘터리,최승호,최승호
2059,자유부인 '81,1981-06-13,"806,000",0.00%,"20,366,000",403,"8,248",1,15,한국,한국,동아흥행㈜,,연소자관람불가,"드라마,멜로/로맨스",박호태,"남궁원,윤정희,최무룡,한소룡,이자영"
2062,격퇴,1956-04-04,"674,000",0.00%,"674,000",401,401,1,6,한국,한국,삼일필림,,12세이상관람가,전쟁,이강천,"박노식,황남,허장강,최강"
2062,포스트맨은 벨을 두번 울린다,,"815,000",0.00%,"7,053,000",401,"3,335",1,20,미국,미국,,,,드라마,테이 가넷,"라나 터너,존 가필드"
2064,MSFF2018 4만번의 구타 2,,"2,367,000",0.00%,"2,367,000",400,400,1,3,한국,한국,,,,"액션,스릴러",,
2064,순수의 시대,2015-03-05,"2,000,000",0.00%,"3,743,046,828",400,"470,308",1,4,한국,한국,"(주)화인웍스,(주)키메이커",(주)씨제이이엔엠,청소년관람불가,"사극,드라마",안상훈,"신하균,장혁,강한나,강하늘,박혜준,정현국,권승구,서지오,권지훈,천준호,최아람,양영조,김경애,오하늬,윤민규,이광기,김민수,이상민,이수민,손병호,박갑진,최무성,기주봉,이재용,문영동,조희봉,지성원,성유빈,정아미,김사희,임영우,이형훈,김다예"
2066,MSFF2017 사랑에 관한 짧은 필름 2,,"2,391,000",0.00%,"2,391,000",399,399,1,3,한국,한국,,,,"멜로/로맨스,드라마",,
2067,스틸 더 머니: 314 비밀금고,2018-06-28,"2,972,500",0.00%,"2,972,500",398,398,10,67,스페인,스페인,,(주)더블앤조이픽쳐스,12세이상관람가,"범죄,스릴러",다니엘 칼파소로,"루이스 토사,로드리고 드 라 세르나,라울 아레발로,호세 코로나도"
2067,잃어버린 주말,,"796,000",0.00%,"3,649,000",398,"1,822",1,5,미국,미국,,,,드라마,빌리 와일더,"레이 밀랜드,제인 와이먼"
2069,스틸 리메인즈,2018-05-11,"1,982,000",0.00%,"1,982,000",397,397,1,2,미국,미국,,(주)영화사 안다미로,15세이상관람가,"액션,스릴러",조쉬 멘도자,
2069,시민 제인: 도시를 위해 싸우다,,"2,382,000",0.00%,"2,382,000",397,397,2,3,미국,미국,,,,다큐멘터리,매트 테르나우어,
2071,당나귀 발타자르,,"2,768,000",0.00%,"4,436,000",396,662,1,14,프랑스,"프랑스,스웨덴",,,,드라마,로베르 브레송,안느 비아젬스키
2072,데어 윌 비 블러드,2008-03-06,"2,997,000",0.00%,"100,534,500",395,"14,485",1,3,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"스릴러,드라마",폴 토마스 앤더슨,"폴 다노,다니엘 데이 루이스"
2072,와룡선생 상경기,,"790,000",0.00%,"7,396,000",395,"2,428",1,21,한국,한국,신필름,,,코미디,김용덕,"김희갑,허장강,윤인자,엄앵란"
2072,잉글리쉬 페이션트,1997-03-15,"2,136,000",0.00%,"175,296,500",395,"23,593",1,10,미국,미국,미라맥스 필름즈,(주)영화사오원,"연소자관람불가,청소년관람불가","멜로/로맨스,드라마,전쟁",안소니 밍겔라,"랄프 파인즈,줄리엣 비노쉬,윌렘 데포"
2075,MSFF2018 비정성시 1,,"2,348,400",0.00%,"2,348,400",394,394,1,3,한국,한국,,,,드라마,,
2076,앤티 맘,,"786,000",0.00%,"786,000",393,393,1,12,미국,미국,,,,가족,모튼 다코스타,"로사린드 러셀,포레스트 터커"
2077,MSFF2018 비정성시 3,,"2,339,200",0.00%,"2,339,200",392,392,1,3,한국,한국,,,,드라마,,
2078,연방경찰,,"776,000",0.00%,"776,000",388,388,1,12,,,,,,,,
2079,MSFF2018 사랑에 관한 짧은 필름 2,,"2,311,300",0.00%,"2,311,300",387,387,1,3,한국,한국,,,,"멜로/로맨스,드라마",,
2079,케빈에 대하여,2012-07-26,"3,043,500",0.00%,"372,782,000",387,"47,206",1,11,영국,"영국,미국",,(주)티캐스트,청소년관람불가,"드라마,스릴러",린 램지,"틸다 스윈튼,이즈라 밀러,존 C. 레일리"
2081,최후의 Z,2016-12-28,"2,604,000",0.00%,"19,439,500",386,"3,449",20,168,아이슬란드,"아이슬란드,미국",,(주)드림팩트엔터테인먼트,12세이상관람가,"드라마,SF,스릴러",크레이그 조벨,"마고 로비,크리스 파인,치웨텔 에지오포"
2081,펀치 드렁크 러브,2003-05-08,"2,903,000",0.00%,"4,058,000",386,691,1,3,미국,미국,콜럼비아트라이스타,콜럼비아트라이스타,15세관람가,"멜로/로맨스,코미디",폴 토마스 앤더슨,"아담 샌들러,에밀리 왓슨"
2083,"색, 계",2007-11-08,"2,045,000",0.00%,"12,658,706,400",385,"1,925,255",1,29,미국,미국,,"(주)제이앤씨미디어그룹,CJ ENM",청소년관람불가,"드라마,멜로/로맨스",이안,"탕웨이,양조위"
2084,나의 산티아고,2016-07-14,"3,099,000",0.00%,"724,343,232",384,"94,627",4,26,독일,독일,,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,"카롤리네 슈허,데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐"
2084,오케스트라의 소녀,,"773,000",0.00%,"8,785,000",384,"4,375",1,6,미국,미국,,,,코미디,헨리 코스터,"디나 더빈,아돌프 멘주"
2084,챔피언,,"738,000",0.00%,"4,520,000",384,"2,265",1,13,미국,미국,,,,드라마,마크 로브슨,"커크 더글라스,아서 케네디"
2087,언더독,2019-01-16,"3,130,000",0.00%,"3,130,000",382,382,1,3,한국,한국,(주)오돌또기,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"오성윤,이춘백","도경수,박소담,박철민,강석,이준혁,연지원,전숙경,박중금,명순용,서승원,이지운,김정은,진양욱,탁원정,송정희,한신정"
2088,전선의 우정,,"762,000",0.00%,"762,000",381,381,1,24,미국,"미국,영국,이탈리아",,,,"전쟁,어드벤처",가이 해밀튼,"데이비드 니븐,마이클 윌딩"
2089,디데이,,"726,000",0.00%,"726,000",380,380,1,6,미국,미국,,,,"전쟁,드라마",헨리 코스터,"로버트 테일러,리처드 토드,다나 윈터"
2089,로리타,,"770,000",0.00%,"3,928,000",380,"1,944",1,8,영국,"영국,미국",,,,"드라마,멜로/로맨스",스탠리 큐브릭,"제임스 메이슨,셸리 윈터스,수 라이언"
2089,명량,2014-07-30,"2,705,000",0.00%,"135,756,027,310",380,"17,615,437",1,12,한국,한국,(주)빅스톤픽쳐스,(주)씨제이이엔엠,15세이상관람가,"사극,액션",김한민,"최민식,류승룡,조진웅,김명곤,진구,이정현,권율,노민우,이승준,오타니 료헤이,박보검,박원우,서성광,오명훈,유명환,윤희경,이윤기,정수남,정순태,정의석,김원해,이해영,장준녕,김길동,김강일,강태영,하형원,한상대,김동원,김민석,김민식,김재철,김준형,김현중,박선용,박노식,최덕문,조복래,문영동,이주실,주석태,이성우,고경표,김태훈,한이진,신유람,송대중"
2089,스파나잇,2017-11-02,"3,162,500",0.00%,"4,081,225",380,489,4,34,미국,미국,,하준사,청소년관람불가,드라마,앤드류 안,
2093,지옥의 영웅들,,"728,000",0.00%,"1,660,000",379,781,1,8,미국,미국,,,,"액션,전쟁",돈 시겔,"스티브 맥퀸,바비 다린"
2093,플라워,2017-04-06,"2,208,000",0.00%,"2,584,000",379,432,3,37,스페인,스페인,,(주)모멘텀엔터테인먼트,12세이상관람가,드라마,"욘 가라뇨,호세 마리 고에나가",
2095,꿈보다 해몽,2015-02-12,"761,000",0.00%,"33,523,900",378,"4,805",1,36,한국,한국,영화사 벽돌,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,"드라마,코미디",이광국,"유준상,신동미,김강현,이채은,이주원,박수민,서영화,윤영민,백수장,이봉련,김동현"
2095,돌아온 론 레인저,,"671,000",0.00%,"671,000",378,378,1,6,미국,미국,,,,액션,레슬리 세란더,"클레이튼 무어,제이 실버힐스"
2095,모던 타임즈,1988-07-02,"766,000",0.00%,"40,439,459",378,"6,774",1,17,미국,미국,"찰리채플린프로덕션,유나이티드 아티스트",(주)엣나인필름,"연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
2095,환상속의 그대,2013-05-16,"918,000",0.00%,"54,414,700",378,"7,900",1,16,한국,한국,크라켄,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,"멜로/로맨스,드라마,판타지",강진아,"이희준,이영진,한예리,전수연,최창엽,최효신,황지수,김용삼,기주봉,배제기,박미현,오대환,박명신"
2099,영웅본색 2,1988-07-22,"2,410,000",0.00%,"19,259,000",376,"4,664",3,33,홍콩,홍콩,,(유)조이앤시네마,"고등학생이상관람가,15세이상관람가","액션,범죄",오우삼,"주윤발,장국영,적룡,석천"
2100,MSFF2018 희극지왕 1,,"2,229,700",0.00%,"2,229,700",375,375,1,3,한국,한국,,,,코미디,,
2100,본 투 비 블루,2016-06-09,"3,577,500",0.00%,"767,972,624",375,"94,192",1,10,캐나다,"캐나다,영국,미국",,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,"에단 호크,카르멘 에조고"
2100,사울의 아들,2016-02-25,"3,000,000",0.00%,"189,727,643",375,"23,651",1,1,헝가리,헝가리,,그린나래미디어(주),청소년관람불가,드라마,라즐로 네메스,게자 뢰리히
2103,미치광이 피에로,,"2,750,000",0.00%,"5,206,000",374,702,1,13,프랑스,"프랑스,이탈리아",,,,드라마,장 뤽 고다르,"장 폴 벨몽도,안나 카리나"
2103,브라보! 재즈 라이프,2010-12-16,"1,022,000",0.00%,"37,225,300",374,"5,110",1,35,한국,한국,이써씬픽쳐스,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,남무성,"남무성,조성준,김희동,최정훈,홍종민,김은민,박종우,조윤성,남무성,황태연,노상현,이동기,차정훈,유영수,임인건,임재필,김수열,전계숙,이원술,이한진,김준"
2103,비스마르크호를 격침하라,,"712,000",0.00%,"712,000",374,374,1,6,영국,영국,,,,"전쟁,액션",루이스 길버트,"케네스 모어,다나 윈터"
2103,산딸기 5,1992-01-18,"748,000",0.00%,"748,000",374,374,1,14,한국,한국,(주)태광영화사,,연소자관람불가,"드라마,멜로/로맨스,성인물(에로)",,"소비아,김도은"
2107,MSFF2018 희극지왕 2,,"2,226,700",0.00%,"2,226,700",373,373,1,3,한국,한국,,,,코미디,,
2107,보스턴 교살자,,"2,324,000",0.00%,"3,456,000",373,582,1,7,미국,미국,,,,"범죄,스릴러,드라마,미스터리",리차드 플레이셔,"조지 케네디,헨리 폰다,토니 커티스"
2107,해녀,,"730,000",0.00%,"3,782,000",373,"1,624",1,18,미국,미국,이십세기폭스필름코퍼레이션,,,"멜로/로맨스,어드벤처",진 네글레스코,"앨런 래드,클리프톤 웹,소피아 로렌"
2107,황진이,1986-09-18,"719,000",0.00%,"12,407,000",373,"5,966",1,8,한국,한국,(주)동아수출공사,,국민학생관람불가,사극,배창호,"장미희,안성기,전무송,김윤경,김지영,신일룡,조주미,홍윤정"
2111,MSFF2017 4만번의 구타 1,,"2,203,000",0.00%,"2,203,000",370,370,1,3,한국,한국,,,,"액션,스릴러",,
2111,프레스,2017-11-30,"1,529,500",0.00%,"1,544,500",370,373,4,87,한국,한국,씨네마캣 픽쳐스,레드무비,15세이상관람가,드라마,최정민,"진용욱,목규리,김경옥,문수현,송상훈"
2113,MSFF2018 비정성시 4,,"2,194,100",0.00%,"2,194,100",369,369,1,3,한국,한국,,,,드라마,,
2113,미시시피의 도박사,,"738,000",0.00%,"738,000",369,369,1,27,프랑스,프랑스,,,,"멜로/로맨스,드라마",루돌프 마테,"타이론 파워,파이퍼 로리"
2113,분노의 강,,"769,000",0.00%,"2,487,000",369,"1,225",1,21,미국,미국,,,,"드라마,멜로/로맨스",엘리아 카잔,"몽고메리 클리프트,리 레믹"
2113,장미의 행렬,,"2,348,000",0.00%,"3,514,000",369,577,1,5,일본,일본,,,,드라마,마츠모토 토시오,
2113,테일 오브 테일즈,2016-11-24,"3,035,000",0.00%,"237,392,700",369,"30,291",3,17,이탈리아,"이탈리아,프랑스",,오드,청소년관람불가,판타지,마테오 가로네,"셀마 헤이엑,뱅상 카셀,스테이시 마틴,토비 존스,존 C. 라일리"
2113,풋루즈,,"2,110,500",0.00%,"2,110,500",369,369,1,6,미국,미국,,,,"뮤지컬,멜로/로맨스",허버트 로스,"케빈 베이컨,로리 싱어"
2119,MSFF2017 비정성시 3,,"2,211,000",0.00%,"2,211,000",368,368,1,3,한국,한국,,,,드라마,,
2119,안녕 자두야 스페셜 : 인어공주,,"736,000",0.00%,"736,000",368,368,1,47,한국,한국,,,전체관람가,"애니메이션,코미디",손석우,양정화
2121,불빛 아래서,2019-08-29,"1,823,000",0.00%,"1,823,000",367,367,1,5,한국,한국,창작집단 '너와',모두를위한극장 공정영화협동조합,12세이상관람가,다큐멘터리,조이예환,"남기상,류신홍,박종현,박준범,김민규,안도현,안지원,우석제,우주,윤도현,최동현,최민규,김재광,김희권,이찬희,황성민,윤준호,김주호,강태근,고한웅,기명신,최희용,김남인,김내현,김영진,이동훈,이민우,김진규,조재신,남고래,육중환,정윤겸,김진우,오경록,백선혁,오선영,송국정,성필순,황세연,황정익,이성훈,이선우,박유진"
2121,스토커,2013-02-28,"3,053,500",0.00%,"2,832,318,674",367,"379,241",1,4,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"드라마,스릴러",박찬욱,"미아 와시코브스카,매튜 구드,니콜 키드먼,더못 멀로니,재키 위버"
2123,수집가,,"2,611,000",0.00%,"2,611,000",366,366,1,3,프랑스,프랑스,,,,"코미디,드라마,멜로/로맨스",에릭 로메르,
2124,MSFF2017 사랑에 관한 짧은 필름 1,,"2,184,500",0.00%,"2,184,500",365,365,1,3,한국,한국,,,,"멜로/로맨스,드라마",,
2125,깁슨 가족 연대기,,"728,000",0.00%,"2,824,000",364,"1,412",1,15,영국,영국,,,,코미디,데이빗 린,"로버트 뉴튼,셀리아 존슨"
2125,마당을 나온 암탉,2011-07-28,"1,068,000",0.00%,"14,674,690,000",364,"2,202,788",1,24,한국,한국,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,"오성윤,민성아","문소리,박철민,최민식,유승호,홍윤정,김한솔,김상현"
2127,의식,,"2,259,000",0.00%,"4,689,000",363,750,1,7,프랑스,"프랑스,독일",,,,"범죄,스릴러",끌로드 샤브롤,"이자벨 위페르,상드린 보네르"
2127,하얀 까마귀,,"726,000",0.00%,"3,532,000",363,"1,766",1,10,한국,한국,,,,드라마,정진우,"김지미,신성일,남궁원"
2129,3인의 난폭한 사람들,,"651,000",0.00%,"1,416,000",362,760,1,5,미국,미국,파라마운트 픽쳐스,,,서부극(웨스턴),루돌프 마테,"찰톤 헤스톤,앤 박스터,길버트 롤랜드"
2129,출입 금지,,"1,086,000",0.00%,"1,086,000",362,362,1,12,미국,미국,,,,"범죄,드라마",윌리엄 와일러,"실비아 시드니,조엘 맥크레,험프리 보가트"
